样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
小号铁钉,17,6,1.3846,0.616501,0.616501,2.2459,2.24192,2.249715,0.003471,1.2459,3.024112,0.9995,0.998753,支持曾遭雷击,否
小号铁钉,17,7,1.31,0.57979,0.57979,2.259438,2.256504,2.26225,0.002543,1.259438,3.055931,0.9995,0.998878,支持曾遭雷击,否
小号铁钉,17,8,1.2419,0.553038,0.553038,2.245597,2.244444,2.246689,0.001,1.245597,3.023436,0.9995,0.99875,支持曾遭雷击,否
小号铁钉,17,9,1.1718,0.516667,0.516667,2.267998,2.267267,2.268772,0.000663,1.267998,3.076046,0.9995,0.998951,支持曾遭雷击,否
小号铁钉,17,10,1.1036,0.474942,0.474942,2.32365,2.322832,2.324497,0.000716,1.32365,3.206404,0.9995,0.999328,支持曾遭雷击,否
小号铁钉,17,11,1.0378,0.432305,0.432305,2.400622,2.398987,2.402247,0.001358,1.400622,3.385893,0.9995,0.999645,支持曾遭雷击,否
小号铁钉,17,12,0.9777,0.396366,0.396366,2.466661,2.464413,2.468951,0.00184,1.466661,3.539125,0.9995,0.999799,支持曾遭雷击,否
小号铁钉,17,13,0.9284,0.389712,0.389712,2.38227,2.380334,2.384298,0.001664,1.38227,3.343181,0.9995,0.999586,支持曾遭雷击,否
小号铁钉,17,14,0.8778,0.369112,0.369112,2.378139,2.374637,2.381769,0.002999,1.378139,3.333536,0.9995,0.999571,支持曾遭雷击,否
小号铁钉,17,15,0.8279,0.345197,0.345197,2.39834,2.393958,2.402878,0.003719,1.39834,3.38054,0.9995,0.999638,支持曾遭雷击,否
小号铁钉,17,22,0.4571,0.212358,0.212358,2.152495,2.144479,2.160584,0.007482,1.152495,2.80384,0.9995,0.997475,支持曾遭雷击,否
小号铁钉,17,30,0.2471,0.111506,0.111506,2.216034,2.208565,2.223661,0.006812,1.216034,2.953754,0.9995,0.99843,支持曾遭雷击,否
小号铁钉,17,37,0.1571,0.071699,0.071699,2.191095,2.177465,2.205111,0.012617,1.191095,2.89466,0.9995,0.998102,支持曾遭雷击,否
小号铁钉,17,44,0.0946,0.041917,0.041917,2.256818,2.242077,2.272224,0.013358,1.256818,3.049192,0.9995,0.998853,灰区/证据不足,是
小号铁钉,17,51,0.0564,0.022821,0.022821,2.471401,2.457805,2.485089,0.01104,1.471401,3.549562,0.9995,0.999807,灰区/证据不足,是
小号铁钉,17,58,0.0247,0.011383,0.011383,2.169993,2.16357,2.176408,0.005916,1.169993,2.84524,0.9995,0.997781,灰区/证据不足,是
小号铁钉,17,90,0.0014,0.00058,0.00058,2.413728,2.379502,2.44427,0.026833,1.413728,3.413525,0.9995,0.999679,灰区/证据不足,是
小号铁钉,18,1,2.4734,0.875958,0.875958,2.823651,2.815361,2.831673,0.005777,1.823651,4.354383,0.9995,0.999993,支持曾遭雷击,否
小号铁钉,18,2,2.2163,0.808559,0.808559,2.741049,2.732936,2.748891,0.005821,1.741049,4.167712,0.9995,0.999985,支持曾遭雷击,否
小号铁钉,18,3,1.9859,0.745802,0.745802,2.662772,2.654628,2.670676,0.006027,1.662772,3.989679,0.9995,0.999967,支持曾遭雷击,否
小号铁钉,18,4,1.8794,0.698656,0.698656,2.690022,2.682836,2.69701,0.005269,1.690022,4.051829,0.9995,0.999975,支持曾遭雷击,否
小号铁钉,18,5,1.7742,0.651078,0.651078,2.725019,2.718365,2.731467,0.004808,1.725019,4.131421,0.9995,0.999982,支持曾遭雷击,否
小号铁钉,18,6,1.678,0.616501,0.616501,2.721811,2.716988,2.726435,0.003471,1.721811,4.124205,0.9995,0.999981,支持曾遭雷击,否
小号铁钉,18,7,1.5876,0.57979,0.57979,2.738231,2.734676,2.74164,0.002543,1.738231,4.161507,0.9995,0.999984,支持曾遭雷击,否
小号铁钉,18,8,1.505,0.553038,0.553038,2.721332,2.719935,2.722656,0.001,1.721332,4.123188,0.9995,0.999981,支持曾遭雷击,否
小号铁钉,18,9,1.4201,0.516667,0.516667,2.748578,2.747692,2.749516,0.000663,1.748578,4.185004,0.9995,0.999986,支持曾遭雷击,否
小号铁钉,18,10,1.3374,0.474942,0.474942,2.81592,2.814929,2.816946,0.000716,1.81592,4.337207,0.9995,0.999993,支持曾遭雷击,否
小号铁钉,18,11,1.2577,0.432305,0.432305,2.909291,2.90731,2.911261,0.001358,1.909291,4.546853,0.9995,0.999997,支持曾遭雷击,否
小号铁钉,18,12,1.1848,0.396366,0.396366,2.989158,2.986434,2.991933,0.00184,1.989158,4.724879,0.9995,0.999999,支持曾遭雷击,否
小号铁钉,18,13,1.1251,0.389712,0.389712,2.887002,2.884655,2.889459,0.001664,1.887002,4.496944,0.9995,0.999997,支持曾遭雷击,否
小号铁钉,18,14,1.0638,0.369112,0.369112,2.882051,2.877807,2.88645,0.002999,1.882051,4.485803,0.9995,0.999996,支持曾遭雷击,否
小号铁钉,18,15,1.0033,0.345197,0.345197,2.906456,2.901146,2.911955,0.003719,1.906456,4.540422,0.9995,0.999997,支持曾遭雷击,否
小号铁钉,18,22,0.5539,0.212358,0.212358,2.608328,2.598615,2.61813,0.007482,1.608328,3.865128,0.9995,0.999944,支持曾遭雷击,否
小号铁钉,18,30,0.2995,0.111506,0.111506,2.685966,2.676913,2.69521,0.006812,1.685966,4.04248,0.9995,0.999974,支持曾遭雷击,否
小号铁钉,18,37,0.1904,0.071699,0.071699,2.655534,2.639016,2.672522,0.012617,1.655534,3.972452,0.9995,0.999964,支持曾遭雷击,否
小号铁钉,18,44,0.1146,0.041917,0.041917,2.733946,2.71609,2.752609,0.013358,1.733946,4.150645,0.9995,0.999983,灰区/证据不足,是
小号铁钉,18,51,0.0684,0.022821,0.022821,2.997231,2.980743,3.013832,0.01104,1.997231,4.741791,0.9995,0.999999,灰区/证据不足,是
小号铁钉,18,58,0.0299,0.011383,0.011383,2.626834,2.619059,2.6346,0.005916,1.626834,3.907606,0.9995,0.999953,灰区/证据不足,是
小号铁钉,18,90,0.0016,0.00058,0.00058,2.758547,2.719431,2.793451,0.026833,1.758547,4.203103,0.9995,0.999987,灰区/证据不足,是
小号铁钉,19,1,2.2913,0.875958,0.875958,2.615764,2.608085,2.623196,0.005777,1.615764,3.882254,0.9995,0.999948,支持曾遭雷击,否
小号铁钉,19,2,2.0532,0.808559,0.808559,2.539332,2.531816,2.546597,0.005821,1.539332,3.706759,0.9995,0.999895,支持曾遭雷击,否
小号铁钉,19,3,1.8397,0.745802,0.745802,2.466742,2.459197,2.474064,0.006027,1.466742,3.539164,0.9995,0.999799,支持曾遭雷击,否
小号铁钉,19,4,1.7411,0.698656,0.698656,2.492071,2.485414,2.498544,0.005269,1.492071,3.597781,0.9995,0.99984,支持曾遭雷击,否
小号铁钉,19,5,1.6436,0.651078,0.651078,2.524429,2.518264,2.530402,0.004808,1.524429,3.672483,0.9995,0.99988,支持曾遭雷击,否
小号铁钉,19,6,1.5545,0.616501,0.616501,2.521487,2.517019,2.52577,0.003471,1.521487,3.665753,0.9995,0.999877,支持曾遭雷击,否
小号铁钉,19,7,1.4707,0.57979,0.57979,2.536607,2.533313,2.539764,0.002543,1.536607,3.700624,0.9995,0.999892,支持曾遭雷击,否
小号铁钉,19,8,1.3943,0.553038,0.553038,2.521165,2.519871,2.522392,0.001,1.521165,3.665066,0.9995,0.999876,支持曾遭雷击,否
小号铁钉,19,9,1.3156,0.516667,0.516667,2.54632,2.545499,2.547189,0.000663,1.54632,3.72302,0.9995,0.999902,支持曾遭雷击,否
小号铁钉,19,10,1.239,0.474942,0.474942,2.608737,2.607819,2.609688,0.000716,1.608737,3.866348,0.9995,0.999945,支持曾遭雷击,否
小号铁钉,19,11,1.1651,0.432305,0.432305,2.69509,2.693255,2.696915,0.001358,1.69509,4.063521,0.9995,0.999976,支持曾遭雷击,否
小号铁钉,19,12,1.0976,0.396366,0.396366,2.76916,2.766636,2.77173,0.00184,1.76916,4.23159,0.9995,0.999988,支持曾遭雷击,否
小号铁钉,19,13,1.0423,0.389712,0.389712,2.674537,2.672363,2.676813,0.001664,1.674537,4.016703,0.9995,0.99997,支持曾遭雷击,否
小号铁钉,19,14,0.9855,0.369112,0.369112,2.66992,2.665988,2.673996,0.002999,1.66992,4.006142,0.9995,0.999969,支持曾遭雷击,否
小号铁钉,19,15,0.9295,0.345197,0.345197,2.692665,2.687745,2.697759,0.003719,1.692665,4.057932,0.9995,0.999975,支持曾遭雷击,否
小号铁钉,19,22,0.5132,0.212358,0.212358,2.416671,2.407672,2.425753,0.007482,1.416671,3.422987,0.9995,0.99969,支持曾遭雷击,否
小号铁钉,19,30,0.2775,0.111506,0.111506,2.488666,2.480279,2.497232,0.006812,1.488666,3.589826,0.9995,0.999835,支持曾遭雷击,否
小号铁钉,19,37,0.1764,0.071699,0.071699,2.460274,2.444971,2.476013,0.012617,1.460274,3.523644,0.9995,0.999787,支持曾遭雷击,否
小号铁钉,19,44,0.1062,0.041917,0.041917,2.533552,2.517004,2.550847,0.013358,1.533552,3.692706,0.9995,0.999889,灰区/证据不足,是
小号铁钉,19,51,0.0633,0.022821,0.022821,2.773753,2.758494,2.789116,0.01104,1.773753,4.241192,0.9995,0.999989,灰区/证据不足,是
小号铁钉,19,58,0.0277,0.011383,0.011383,2.433555,2.426352,2.440749,0.005916,1.433555,3.462274,0.9995,0.999732,灰区/证据不足,是
小号铁钉,19,90,0.0015,0.00058,0.00058,2.586137,2.549466,2.618861,0.026833,1.586137,3.810921,0.9995,0.999931,灰区/证据不足,是
小号铁钉,20,1,2.0154,0.875958,0.875958,2.300795,2.29404,2.307331,0.005777,1.300795,3.152806,0.9995,0.999191,支持曾遭雷击,否
小号铁钉,20,2,1.8059,0.808559,0.808559,2.233479,2.226869,2.239869,0.005821,1.233479,2.99484,0.9995,0.998627,支持曾遭雷击,否
小号铁钉,20,3,1.6181,0.745802,0.745802,2.169612,2.162976,2.176052,0.006027,1.169612,2.844327,0.9995,0.997775,支持曾遭雷击,否
小号铁钉,20,4,1.5314,0.698656,0.698656,2.191923,2.186068,2.197617,0.005269,1.191923,2.896999,0.9995,0.998116,支持曾遭雷击,否
小号铁钉,20,5,1.4456,0.651078,0.651078,2.220318,2.214896,2.225571,0.004808,1.220318,2.963911,0.9995,0.998481,支持曾遭雷击,否
小号铁钉,20,6,1.3673,0.616501,0.616501,2.217838,2.213908,2.221606,0.003471,1.217838,2.958107,0.9995,0.998452,支持曾遭雷击,否
小号铁钉,20,7,1.2936,0.57979,0.57979,2.231152,2.228254,2.233929,0.002543,1.231152,2.989455,0.9995,0.998603,支持曾遭雷击,否
小号铁钉,20,8,1.2263,0.553038,0.553038,2.217389,2.21625,2.218467,0.001,1.217389,2.957083,0.9995,0.998447,支持曾遭雷击,否
小号铁钉,20,9,1.1571,0.516667,0.516667,2.239546,2.238824,2.24031,0.000663,1.239546,3.009216,0.9995,0.99869,支持曾遭雷击,否
小号铁钉,20,10,1.0898,0.474942,0.474942,2.294594,2.293786,2.29543,0.000716,1.294594,3.138403,0.9995,0.999151,支持曾遭雷击,否
小号铁钉,20,11,1.0248,0.432305,0.432305,2.37055,2.368936,2.372155,0.001358,1.37055,3.315881,0.9995,0.999543,支持曾遭雷击,否
小号铁钉,20,12,0.9654,0.396366,0.396366,2.435629,2.433409,2.43789,0.00184,1.435629,3.467208,0.9995,0.999737,支持曾遭雷击,否
小号铁钉,20,13,0.9168,0.389712,0.389712,2.352505,2.350592,2.354507,0.001664,1.352505,3.273794,0.9995,0.999469,支持曾遭雷击,否
小号铁钉,20,14,0.8668,0.369112,0.369112,2.348338,2.344879,2.351922,0.002999,1.348338,3.264047,0.9995,0.999451,支持曾遭雷击,否
小号铁钉,20,15,0.8175,0.345197,0.345197,2.368213,2.363886,2.372693,0.003719,1.368213,3.310388,0.9995,0.999534,支持曾遭雷击,否
小号铁钉,20,22,0.4513,0.212358,0.212358,2.125182,2.117269,2.133169,0.007482,1.125182,2.739224,0.9995,0.996921,支持曾遭雷击,否
小号铁钉,20,30,0.244,0.111506,0.111506,2.188233,2.180858,2.195764,0.006812,1.188233,2.888241,0.9995,0.998063,支持曾遭雷击,否
小号铁钉,20,37,0.1552,0.071699,0.071699,2.164595,2.151131,2.178442,0.012617,1.164595,2.832133,0.9995,0.997688,支持曾遭雷击,否
小号铁钉,20,44,0.0934,0.041917,0.041917,2.22819,2.213637,2.243401,0.013358,1.22819,2.981928,0.9995,0.998568,灰区/证据不足,是
小号铁钉,20,51,0.0557,0.022821,0.022821,2.440728,2.427301,2.454246,0.01104,1.440728,3.478523,0.9995,0.999748,灰区/证据不足,是
小号铁钉,20,58,0.0244,0.011383,0.011383,2.143637,2.137292,2.149974,0.005916,1.143637,2.782954,0.9995,0.997307,灰区/证据不足,是
小号铁钉,20,90,0.0013,0.00058,0.00058,2.241319,2.209537,2.269679,0.026833,1.241319,3.011201,0.9995,0.998699,灰区/证据不足,是
小号铁夹,1,1,2.4595,0.87411,0.87411,2.81372,2.805083,2.822325,0.006128,1.81372,4.332005,0.9995,0.999993,支持曾遭雷击,否
小号铁夹,1,2,2.1899,0.803269,0.803269,2.726234,2.717723,2.734575,0.006181,1.726234,4.134101,0.9995,0.999982,支持曾遭雷击,否
小号铁夹,1,3,1.9498,0.737632,0.737632,2.643325,2.635071,2.651418,0.006184,1.643325,3.945281,0.9995,0.99996,支持曾遭雷击,否
小号铁夹,1,4,1.8396,0.687933,0.687933,2.674097,2.66668,2.681336,0.005481,1.674097,4.01555,0.9995,0.99997,支持曾遭雷击,否
小号铁夹,1,5,1.7309,0.638238,0.638238,2.711997,2.705103,2.718689,0.005009,1.711997,4.10184,0.9995,0.99998,支持曾遭雷击,否
小号铁夹,1,6,1.632,0.601659,0.601659,2.7125,2.707568,2.717418,0.003631,1.7125,4.103049,0.9995,0.99998,支持曾遭雷击,否
小号铁夹,1,7,1.5392,0.563319,0.563319,2.732378,2.728738,2.73607,0.002683,1.732378,4.148227,0.9995,0.999983,支持曾遭雷击,否
小号铁夹,1,8,1.4549,0.53494,0.53494,2.719745,2.718323,2.721329,0.001105,1.719745,4.119581,0.9995,0.999981,支持曾遭雷击,否
小号铁夹,1,9,1.3683,0.49754,0.49754,2.750132,2.749196,2.751131,0.000704,1.750132,4.188526,0.9995,0.999986,支持曾遭雷击,否
小号铁夹,1,10,1.2843,0.455328,0.455328,2.820602,2.819629,2.821718,0.000741,1.820602,4.347758,0.9995,0.999993,支持曾遭雷击,否
小号铁夹,1,11,1.2035,0.412611,0.412611,2.916793,2.9148,2.918826,0.00138,1.916793,4.563628,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,1,12,1.13,0.376629,0.376629,3.000303,2.997531,3.003137,0.001868,2.000303,4.749624,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,1,13,1.0699,0.368662,0.368662,2.902118,2.8998,2.904585,0.001649,1.902118,4.530796,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,1,14,1.0085,0.347624,0.347624,2.901127,2.896872,2.9055,0.002974,1.901127,4.528532,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,1,15,0.948,0.323657,0.323657,2.929029,2.923551,2.934367,0.003693,1.929029,4.590872,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,1,22,0.5058,0.192999,0.192999,2.620743,2.610731,2.630541,0.007559,1.620743,3.89355,0.9995,0.999951,支持曾遭雷击,否
小号铁夹,1,30,0.264,0.097795,0.097795,2.699529,2.690058,2.708805,0.006944,1.699529,4.07335,0.9995,0.999977,支持曾遭雷击,否
小号铁夹,1,37,0.1636,0.060954,0.060954,2.683992,2.666685,2.702004,0.013159,1.683992,4.037301,0.9995,0.999973,支持曾遭雷击,否
小号铁夹,1,44,0.0957,0.034542,0.034542,2.770528,2.751044,2.790149,0.014115,1.770528,4.233461,0.9995,0.999988,灰区/证据不足,是
小号铁夹,1,51,0.0554,0.018229,0.018229,3.039147,3.02113,3.056229,0.011549,2.039147,4.834601,0.9995,0.999999,灰区/证据不足,是
小号铁夹,1,58,0.0231,0.008813,0.008813,2.621101,2.611933,2.630114,0.006937,1.621101,3.894442,0.9995,0.999951,灰区/证据不足,是
小号铁夹,1,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,1.824398,4.350895,0.9995,0.999993,灰区/证据不足,是
小号铁夹,2,1,1.7776,0.87411,0.87411,2.033612,2.02737,2.039831,0.006128,1.033612,2.521844,0.9995,0.994163,支持曾遭雷击,否
小号铁夹,2,2,1.5828,0.803269,0.803269,1.970448,1.964296,1.976476,0.006181,0.970448,2.371184,0.9995,0.991134,支持曾遭雷击,否
小号铁夹,2,3,1.4093,0.737632,0.737632,1.910574,1.904608,1.916424,0.006184,0.910574,2.227875,0.9995,0.987056,支持曾遭雷击,否
小号铁夹,2,4,1.3296,0.687933,0.687933,1.932746,1.927385,1.937978,0.005481,0.932746,2.281012,0.9995,0.988726,支持曾遭雷击,否
小号铁夹,2,5,1.2511,0.638238,0.638238,1.96024,1.955257,1.965077,0.005009,0.96024,2.346809,0.9995,0.990533,支持曾遭雷击,否
小号铁夹,2,6,1.1796,0.601659,0.601659,1.960579,1.957014,1.964133,0.003631,0.960579,2.34764,0.9995,0.990554,支持曾遭雷击,否
小号铁夹,2,7,1.1125,0.563319,0.563319,1.974903,1.972272,1.977571,0.002683,0.974903,2.381885,0.9995,0.991388,支持曾遭雷击,否
小号铁夹,2,8,1.0515,0.53494,0.53494,1.965641,1.964614,1.966786,0.001105,0.965641,2.359764,0.9995,0.990857,支持曾遭雷击,否
小号铁夹,2,9,0.989,0.49754,0.49754,1.987781,1.987104,1.988503,0.000704,0.987781,2.412653,0.9995,0.992082,支持曾遭雷击,否
小号铁夹,2,10,0.9283,0.455328,0.455328,2.038748,2.038045,2.039555,0.000741,1.038748,2.534149,0.9995,0.994364,支持曾遭雷击,否
小号铁夹,2,11,0.8699,0.412611,0.412611,2.108283,2.106842,2.109752,0.00138,1.108283,2.699319,0.9995,0.996526,支持曾遭雷击,否
小号铁夹,2,12,0.8167,0.376629,0.376629,2.168449,2.166446,2.170497,0.001868,1.168449,2.841673,0.9995,0.997756,支持曾遭雷击,否
小号铁夹,2,13,0.7733,0.368662,0.368662,2.097586,2.095911,2.09937,0.001649,1.097586,2.673952,0.9995,0.996252,支持曾遭雷击,否
小号铁夹,2,14,0.7289,0.347624,0.347624,2.096809,2.093733,2.099969,0.002974,1.096809,2.672093,0.9995,0.996231,支持曾遭雷击,否
小号铁夹,2,15,0.6852,0.323657,0.323657,2.117057,2.113098,2.120916,0.003693,1.117057,2.720083,0.9995,0.996737,支持曾遭雷击,否
小号铁夹,2,22,0.3656,0.192999,0.192999,1.894313,1.887077,1.901395,0.007559,0.894313,2.188844,0.9995,0.985696,支持曾遭雷击,否
小号铁夹,2,30,0.1908,0.097795,0.097795,1.951023,1.944178,1.957727,0.006944,0.951023,2.324723,0.9995,0.989957,支持曾遭雷击,否
小号铁夹,2,37,0.1183,0.060954,0.060954,1.940808,1.928293,1.953833,0.013159,0.940808,2.300068,0.9995,0.989278,支持曾遭雷击,否
小号铁夹,2,44,0.0691,0.034542,0.034542,2.000455,1.986386,2.014622,0.014115,1.000455,2.442507,0.9995,0.992707,灰区/证据不足,是
小号铁夹,2,51,0.0401,0.018229,0.018229,2.199816,2.186775,2.21218,0.011549,1.199816,2.915317,0.9995,0.998223,灰区/证据不足,是
小号铁夹,2,58,0.0167,0.008813,0.008813,1.894908,1.888281,1.901425,0.006937,0.894908,2.190294,0.9995,0.985749,灰区/证据不足,是
小号铁夹,2,90,0.0008,0.000389,0.000389,2.054108,2.025564,2.082474,0.027706,1.054108,2.568928,0.9995,0.994899,灰区/证据不足,是
小号铁夹,3,1,1.998,0.87411,0.87411,2.285754,2.278738,2.292745,0.006128,1.285754,3.117571,0.9995,0.999088,支持曾遭雷击,否
小号铁夹,3,2,1.779,0.803269,0.803269,2.2147,2.207786,2.221475,0.006181,1.2147,2.950646,0.9995,0.998414,支持曾遭雷击,否
小号铁夹,3,3,1.584,0.737632,0.737632,2.147414,2.140708,2.153988,0.006184,1.147414,2.791872,0.9995,0.99738,支持曾遭雷击,否
小号铁夹,3,4,1.4944,0.687933,0.687933,2.172304,2.166279,2.178185,0.005481,1.172304,2.850706,0.9995,0.997819,支持曾遭雷击,否
小号铁夹,3,5,1.4062,0.638238,0.638238,2.203253,2.197652,2.208689,0.005009,1.203253,2.92372,0.9995,0.998271,支持曾遭雷击,否
小号铁夹,3,6,1.3258,0.601659,0.601659,2.203574,2.199567,2.207569,0.003631,1.203574,2.924508,0.9995,0.998275,支持曾遭雷击,否
小号铁夹,3,7,1.2504,0.563319,0.563319,2.219702,2.216745,2.222701,0.002683,1.219702,2.962512,0.9995,0.998474,支持曾遭雷击,否
小号铁夹,3,8,1.1819,0.53494,0.53494,2.209407,2.208252,2.210694,0.001105,1.209407,2.938286,0.9995,0.99835,支持曾遭雷击,否
小号铁夹,3,9,1.1116,0.49754,0.49754,2.234194,2.233433,2.235005,0.000704,1.234194,2.996629,0.9995,0.998635,支持曾遭雷击,否
小号铁夹,3,10,1.0433,0.455328,0.455328,2.291313,2.290523,2.29222,0.000741,1.291313,3.130718,0.9995,0.999128,支持曾遭雷击,否
小号铁夹,3,11,0.9777,0.412611,0.412611,2.369546,2.367927,2.371197,0.00138,1.369546,3.313541,0.9995,0.999539,支持曾遭雷击,否
小号铁夹,3,12,0.918,0.376629,0.376629,2.437414,2.435163,2.439716,0.001868,1.437414,3.471348,0.9995,0.999741,支持曾遭雷击,否
小号铁夹,3,13,0.8692,0.368662,0.368662,2.357716,2.355833,2.359721,0.001649,1.357716,3.285953,0.9995,0.999492,支持曾遭雷击,否
小号铁夹,3,14,0.8192,0.347624,0.347624,2.356572,2.353116,2.360125,0.002974,1.356572,3.283261,0.9995,0.999487,支持曾遭雷击,否
小号铁夹,3,15,0.7701,0.323657,0.323657,2.379372,2.374922,2.383709,0.003693,1.379372,3.33639,0.9995,0.999576,支持曾遭雷击,否
小号铁夹,3,22,0.4109,0.192999,0.192999,2.12903,2.120897,2.136989,0.007559,1.12903,2.748332,0.9995,0.997005,支持曾遭雷击,否
小号铁夹,3,30,0.2145,0.097795,0.097795,2.193367,2.185672,2.200904,0.006944,1.193367,2.90035,0.9995,0.998136,支持曾遭雷击,否
小号铁夹,3,37,0.1329,0.060954,0.060954,2.180333,2.166274,2.194965,0.013159,1.180333,2.869276,0.9995,0.997943,支持曾遭雷击,否
小号铁夹,3,44,0.0777,0.034542,0.034542,2.249426,2.233606,2.265356,0.014115,1.249426,3.031831,0.9995,0.998785,灰区/证据不足,是
小号铁夹,3,51,0.045,0.018229,0.018229,2.468621,2.453987,2.482496,0.011549,1.468621,3.543115,0.9995,0.999802,灰区/证据不足,是
小号铁夹,3,58,0.0188,0.008813,0.008813,2.13319,2.125729,2.140526,0.006937,1.13319,2.758214,0.9995,0.997094,灰区/证据不足,是
小号铁夹,3,90,0.0009,0.000389,0.000389,2.310871,2.278759,2.342783,0.027706,1.310871,3.17379,0.9995,0.999248,灰区/证据不足,是
小号铁夹,4,1,2.1051,0.87411,0.87411,2.408279,2.400887,2.415644,0.006128,1.408279,3.40356,0.9995,0.999667,支持曾遭雷击,否
小号铁夹,4,2,1.8744,0.803269,0.803269,2.333464,2.32618,2.340603,0.006181,1.333464,3.229214,0.9995,0.999379,支持曾遭雷击,否
小号铁夹,4,3,1.6689,0.737632,0.737632,2.262512,2.255446,2.269439,0.006184,1.262512,3.06305,0.9995,0.998905,支持曾遭雷击,否
小号铁夹,4,4,1.5745,0.687933,0.687933,2.288739,2.282391,2.294936,0.005481,1.288739,3.124592,0.9995,0.99911,支持曾遭雷击,否
小号铁夹,4,5,1.4816,0.638238,0.638238,2.321391,2.31549,2.327118,0.005009,1.321391,3.201039,0.9995,0.999315,支持曾遭雷击,否
小号铁夹,4,6,1.3969,0.601659,0.601659,2.321747,2.317526,2.325956,0.003631,1.321747,3.201911,0.9995,0.999317,支持曾遭雷击,否
小号铁夹,4,7,1.3175,0.563319,0.563319,2.338818,2.335702,2.341978,0.002683,1.338818,3.241826,0.9995,0.999406,支持曾遭雷击,否
小号铁夹,4,8,1.2453,0.53494,0.53494,2.327925,2.326708,2.329281,0.001105,1.327925,3.216396,0.9995,0.999351,支持曾遭雷击,否
小号铁夹,4,9,1.1712,0.49754,0.49754,2.353983,2.353181,2.354838,0.000704,1.353983,3.277253,0.9995,0.999476,支持曾遭雷击,否
小号铁夹,4,10,1.0993,0.455328,0.455328,2.414302,2.413469,2.415257,0.000741,1.414302,3.4177,0.9995,0.999684,支持曾遭雷击,否
小号铁夹,4,11,1.0301,0.412611,0.412611,2.496542,2.494836,2.498282,0.00138,1.496542,3.608232,0.9995,0.999846,支持曾遭雷击,否
小号铁夹,4,12,0.9672,0.376629,0.376629,2.568047,2.565675,2.570472,0.001868,1.568047,3.772971,0.9995,0.999919,支持曾遭雷击,否
小号铁夹,4,13,0.9158,0.368662,0.368662,2.484119,2.482135,2.486231,0.001649,1.484119,3.579518,0.9995,0.999828,支持曾遭雷击,否
小号铁夹,4,14,0.8632,0.347624,0.347624,2.483146,2.479504,2.486889,0.002974,1.483146,3.57724,0.9995,0.999826,支持曾遭雷击,否
小号铁夹,4,15,0.8114,0.323657,0.323657,2.506977,2.502288,2.511546,0.003693,1.506977,3.632272,0.9995,0.99986,支持曾遭雷击,否
小号铁夹,4,22,0.4329,0.192999,0.192999,2.24302,2.234452,2.251406,0.007559,1.24302,3.017214,0.9995,0.998724,支持曾遭雷击,否
小号铁夹,4,30,0.226,0.097795,0.097795,2.310961,2.302853,2.318901,0.006944,1.310961,3.17656,0.9995,0.999255,支持曾遭雷击,否
小号铁夹,4,37,0.1401,0.060954,0.060954,2.298455,2.283634,2.31388,0.013159,1.298455,3.146887,0.9995,0.999175,支持曾遭雷击,否
小号铁夹,4,44,0.0819,0.034542,0.034542,2.371017,2.354342,2.387808,0.014115,1.371017,3.316242,0.9995,0.999544,灰区/证据不足,是
小号铁夹,4,51,0.0474,0.018229,0.018229,2.600281,2.584866,2.614896,0.011549,1.600281,3.846301,0.9995,0.99994,灰区/证据不足,是
小号铁夹,4,58,0.0198,0.008813,0.008813,2.246658,2.2388,2.254384,0.006937,1.246658,3.025804,0.9995,0.99876,灰区/证据不足,是
小号铁夹,4,90,0.0009,0.000389,0.000389,2.310871,2.278759,2.342783,0.027706,1.310871,3.17379,0.9995,0.999248,灰区/证据不足,是
小号铁夹,5,1,2.2346,0.87411,0.87411,2.55643,2.548583,2.564248,0.006128,1.55643,3.746103,0.9995,0.99991,支持曾遭雷击,否
小号铁夹,5,2,1.9897,0.803269,0.803269,2.477003,2.46927,2.484581,0.006181,1.477003,3.562911,0.9995,0.999817,支持曾遭雷击,否
小号铁夹,5,3,1.7715,0.737632,0.737632,2.401606,2.394106,2.408959,0.006184,1.401606,3.388041,0.9995,0.999648,支持曾遭雷击,否
小号铁夹,5,4,1.6714,0.687933,0.687933,2.429596,2.422857,2.436174,0.005481,1.429596,3.453102,0.9995,0.999723,支持曾遭雷击,否
小号铁夹,5,5,1.5727,0.638238,0.638238,2.464128,2.457863,2.470207,0.005009,1.464128,3.53317,0.9995,0.999795,支持曾遭雷击,否
小号铁夹,5,6,1.4828,0.601659,0.601659,2.464519,2.460038,2.468987,0.003631,1.464519,3.534124,0.9995,0.999795,支持曾遭雷击,否
小号铁夹,5,7,1.3985,0.563319,0.563319,2.482608,2.479301,2.485963,0.002683,1.482608,3.576006,0.9995,0.999826,支持曾遭雷击,否
