sample_type,sample_id,delay_days,m0_hat_mt,m0_hat_lower_mt,m0_hat_upper_mt,bootstrap_sd_mt,bootstrap_support_rate,support_probability,relative_width
小号铁夹,8,13,2.735841,2.733656,2.738166,0.001212,0.9995,0.999984,0.001649
小号铁夹,8,14,2.734855,2.730844,2.738978,0.002168,0.9995,0.999984,0.002974
小号铁夹,8,15,2.761258,2.756094,2.766291,0.002688,0.9995,0.999987,0.003693
小号铁夹,8,22,2.470483,2.461045,2.479719,0.004822,0.9995,0.999806,0.007559
小号铁夹,8,30,2.545124,2.536195,2.553869,0.004637,0.9995,0.9999,0.006944
小号铁夹,8,37,2.531418,2.515094,2.548406,0.008584,0.9995,0.999887,0.013159
小号铁夹,8,44,2.611303,2.592938,2.629796,0.009566,0.9995,0.999946,0.014115
小号铁夹,8,51,2.863601,2.846625,2.879695,0.00856,0.9995,0.999996,0.011549
小号铁夹,8,58,2.473593,2.464941,2.482099,0.004174,0.9995,0.999811,0.006937
小号铁夹,8,90,2.567635,2.531954,2.603092,0.019007,0.9995,0.999918,0.027706
小号铁夹,9,1,2.781573,2.773035,2.79008,0.004407,0.9995,0.99999,0.006128
小号铁夹,9,2,2.695112,2.686698,2.703357,0.004292,0.9995,0.999976,0.006181
小号铁夹,9,3,2.613229,2.605068,2.62123,0.004212,0.9995,0.999947,0.006184
小号铁夹,9,4,2.64357,2.636238,2.650727,0.003737,0.9995,0.99996,0.005481
小号铁夹,9,5,2.681131,2.674315,2.687746,0.003461,0.9995,0.999972,0.005009
小号铁夹,9,6,2.681585,2.67671,2.686447,0.002529,0.9995,0.999972,0.003631
小号铁夹,9,7,2.701312,2.697714,2.704962,0.001871,0.9995,0.999977,0.002683
小号铁夹,9,8,2.688713,2.687308,2.690279,0.000748,0.9995,0.999974,0.001105
小号铁夹,9,9,2.718778,2.717852,2.719765,0.000473,0.9995,0.999981,0.000704
小号铁夹,9,10,2.788317,2.787356,2.789421,0.000528,0.9995,0.99999,0.000741
小号铁夹,9,11,2.88359,2.881619,2.885599,0.001042,0.9995,0.999996,0.00138
小号铁夹,9,12,2.966051,2.963312,2.968853,0.00144,0.9995,0.999999,0.001868
小号铁夹,9,13,2.869025,2.866734,2.871464,0.001272,0.9995,0.999996,0.001649
小号铁夹,9,14,2.868045,2.863838,2.872369,0.002273,0.9995,0.999996,0.002974
小号铁夹,9,15,2.89566,2.890244,2.900937,0.002819,0.9995,0.999997,0.003693
小号铁夹,9,22,2.590691,2.580794,2.600376,0.005057,0.9995,0.999935,0.007559
小号铁夹,9,30,2.668853,2.659489,2.678023,0.004862,0.9995,0.999969,0.006944
小号铁夹,9,37,2.654461,2.637345,2.672275,0.009001,0.9995,0.999964,0.013159
小号铁夹,9,44,2.738683,2.719423,2.758079,0.010033,0.9995,0.999984,0.014115
小号铁夹,9,51,3.006232,2.988411,3.023129,0.008986,0.9995,0.999999,0.011549
小号铁夹,9,58,2.58706,2.578012,2.595957,0.004365,0.9995,0.999932,0.006937
小号铁夹,9,90,2.824398,2.78515,2.863402,0.020908,0.9995,0.999993,0.027706
小号铁夹,10,1,1.87997,1.8742,1.885719,0.002979,0.9995,0.984397,0.006128
小号铁夹,10,2,1.821556,1.81587,1.827129,0.002901,0.9995,0.977993,0.006181
小号铁夹,10,3,1.766193,1.760678,1.771601,0.002847,0.9995,0.969973,0.006184
小号铁夹,10,4,1.786656,1.7817,1.791493,0.002526,0.9995,0.973185,0.005481
小号铁夹,10,5,1.812176,1.80757,1.816648,0.002339,0.9995,0.97678,0.005009
小号铁夹,10,6,1.812488,1.809193,1.815774,0.001709,0.9995,0.976822,0.003631
小号铁夹,10,7,1.825787,1.823355,1.828254,0.001264,0.9995,0.978524,0.002683
小号铁夹,10,8,1.817213,1.816264,1.818272,0.000505,0.9995,0.97744,0.001105
小号铁夹,10,9,1.837441,1.836816,1.838108,0.000319,0.9995,0.979927,0.000704
小号铁夹,10,10,1.884574,1.883924,1.88532,0.000357,0.9995,0.984827,0.000741
小号铁夹,10,11,1.948811,1.947479,1.950169,0.000704,0.9995,0.989816,0.00138
小号铁夹,10,12,2.004627,2.002775,2.00652,0.000973,0.9995,0.992913,0.001868
小号铁夹,10,13,1.939176,1.937627,1.940824,0.000859,0.9995,0.989175,0.001649
小号铁夹,10,14,1.938304,1.935461,1.941226,0.001536,0.9995,0.989115,0.002974
小号铁夹,10,15,1.957011,1.953351,1.960578,0.001905,0.9995,0.990335,0.003693
小号铁夹,10,22,1.750789,1.744101,1.757334,0.003417,0.9995,0.967347,0.007559
小号铁夹,10,30,1.803776,1.797448,1.809974,0.003286,0.9995,0.975643,0.006944
小号铁夹,10,37,1.793156,1.781593,1.80519,0.006081,0.9995,0.974132,0.013159
小号铁夹,10,44,1.849914,1.836904,1.863015,0.006777,0.9995,0.981328,0.014115
小号铁夹,10,51,2.029755,2.017722,2.041163,0.006067,0.9995,0.994005,0.011549
小号铁夹,10,58,1.7474,1.741289,1.75341,0.002949,0.9995,0.966746,0.006937
小号铁夹,10,90,1.797344,1.772368,1.822165,0.013305,0.9995,0.974685,0.027706
小号铁夹,11,1,2.806627,2.798012,2.815211,0.004447,0.9995,0.999992,0.006128
小号铁夹,11,2,2.719263,2.710774,2.727582,0.00433,0.9995,0.999981,0.006181
小号铁夹,11,3,2.636682,2.628449,2.644755,0.00425,0.9995,0.999958,0.006184
小号铁夹,11,4,2.667264,2.659867,2.674486,0.003771,0.9995,0.999968,0.005481
小号铁夹,11,5,2.70526,2.698383,2.711935,0.003492,0.9995,0.999978,0.005009
小号铁夹,11,6,2.705685,2.700766,2.710591,0.002551,0.9995,0.999978,0.003631
小号铁夹,11,7,2.725455,2.721824,2.729137,0.001887,0.9995,0.999982,0.002683
小号铁夹,11,8,2.712828,2.71141,2.714408,0.000754,0.9995,0.99998,0.001105
小号铁夹,11,9,2.743098,2.742163,2.744094,0.000477,0.9995,0.999985,0.000704
小号铁夹,11,10,2.813574,2.812604,2.814687,0.000533,0.9995,0.999993,0.000741
小号铁夹,11,11,2.909523,2.907534,2.91155,0.001052,0.9995,0.999997,0.00138
小号铁夹,11,12,2.992868,2.990104,2.995695,0.001453,0.9995,0.999999,0.001868
小号铁夹,11,13,2.894794,2.892482,2.897255,0.001283,0.9995,0.999997,0.001649
小号铁夹,11,14,2.893648,2.889403,2.89801,0.002293,0.9995,0.999997,0.002974
小号铁夹,11,15,2.921613,2.916149,2.926938,0.002845,0.9995,0.999998,0.003693
小号铁夹,11,22,2.614007,2.604021,2.62378,0.005102,0.9995,0.999947,0.007559
小号铁夹,11,30,2.693394,2.683944,2.702649,0.004907,0.9995,0.999975,0.006944
小号铁夹,11,37,2.677429,2.660165,2.695397,0.009079,0.9995,0.999971,0.013159
小号铁夹,11,44,2.761843,2.74242,2.781403,0.010118,0.9995,0.999987,0.014115
小号铁夹,11,51,3.033661,3.015677,3.050712,0.009068,0.9995,0.999999,0.011549
小号铁夹,11,58,2.609754,2.600626,2.618729,0.004404,0.9995,0.999945,0.006937
小号铁夹,11,90,2.824398,2.78515,2.863402,0.020908,0.9995,0.999993,0.027706
小号铁夹,12,1,2.084864,2.078465,2.09124,0.003303,0.9995,0.9959,0.006128
小号铁夹,12,2,2.02012,2.013813,2.0263,0.003217,0.9995,0.993608,0.006181
小号铁夹,12,3,1.958702,1.952585,1.964698,0.003157,0.9995,0.990438,0.006184
小号铁夹,12,4,1.981442,1.975946,1.986807,0.002801,0.9995,0.991745,0.005481
小号铁夹,12,5,2.009595,2.004486,2.014553,0.002594,0.9995,0.993143,0.005009
小号铁夹,12,6,2.009942,2.006288,2.013586,0.001895,0.9995,0.993159,0.003631
小号铁夹,12,7,2.024786,2.022089,2.027522,0.001402,0.9995,0.993806,0.002683
小号铁夹,12,8,2.01518,2.014126,2.016353,0.00056,0.9995,0.993394,0.001105
小号铁夹,12,9,2.037827,2.037133,2.038567,0.000354,0.9995,0.994329,0.000704
小号铁夹,12,10,2.08992,2.0892,2.090747,0.000396,0.9995,0.996044,0.000741
小号铁夹,12,11,2.16136,2.159882,2.162866,0.000781,0.9995,0.997635,0.00138
小号铁夹,12,12,2.223144,2.221091,2.225244,0.001079,0.9995,0.998514,0.001868
小号铁夹,12,13,2.15048,2.148763,2.152308,0.000953,0.9995,0.997439,0.001649
小号铁夹,12,14,2.149739,2.146586,2.15298,0.001704,0.9995,0.997425,0.002974
小号铁夹,12,15,2.1702,2.166141,2.174155,0.002113,0.9995,0.997785,0.003693
小号铁夹,12,22,1.941982,1.934563,1.949242,0.003791,0.9995,0.989363,0.007559
小号铁夹,12,30,2.001128,1.994107,2.008004,0.003646,0.9995,0.992746,0.006944
小号铁夹,12,37,1.990026,1.977194,2.003381,0.006748,0.9995,0.99219,0.013159
小号铁夹,12,44,2.052565,2.03813,2.067101,0.00752,0.9995,0.994865,0.014115
小号铁夹,12,51,2.254674,2.241308,2.267346,0.00674,0.9995,0.998834,0.011549
小号铁夹,12,58,1.940295,1.933509,1.946968,0.003274,0.9995,0.989249,0.006937
小号铁夹,12,90,2.054108,2.025564,2.082474,0.015206,0.9995,0.994899,0.027706
小号铁夹,13,1,1.910744,1.904879,1.916588,0.003028,0.9995,0.987069,0.006128
小号铁夹,13,2,1.85131,1.84553,1.856974,0.002948,0.9995,0.981491,0.006181
小号铁夹,13,3,1.79507,1.789464,1.800566,0.002893,0.9995,0.974418,0.006184
小号铁夹,13,4,1.815874,1.810837,1.82079,0.002567,0.9995,0.977264,0.005481
小号铁夹,13,5,1.841789,1.837107,1.846334,0.002377,0.9995,0.980428,0.005009
小号铁夹,13,6,1.842073,1.838724,1.845413,0.001737,0.9995,0.980462,0.003631
小号铁夹,13,7,1.85561,1.853138,1.858117,0.001285,0.9995,0.981957,0.002683
小号铁夹,13,8,1.846936,1.845971,1.848012,0.000514,0.9995,0.981011,0.001105
小号铁夹,13,9,1.86759,1.866954,1.868268,0.000325,0.9995,0.983197,0.000704
小号铁夹,13,10,1.915321,1.914661,1.916079,0.000363,0.9995,0.987432,0.000741
小号铁夹,13,11,1.980802,1.979448,1.982182,0.000716,0.9995,0.991712,0.00138
小号铁夹,13,12,2.037551,2.035669,2.039475,0.000989,0.9995,0.994318,0.001868
小号铁夹,13,13,1.970912,1.969338,1.972587,0.000873,0.9995,0.991162,0.001649
小号铁夹,13,14,1.969947,1.967058,1.972917,0.001561,0.9995,0.991107,0.002974
小号铁夹,13,15,1.989144,1.985424,1.992769,0.001937,0.9995,0.992151,0.003693
小号铁夹,13,22,1.779805,1.773006,1.786459,0.003474,0.9995,0.972142,0.007559
小号铁夹,13,30,1.83343,1.826998,1.83973,0.00334,0.9995,0.97945,0.006944
小号铁夹,13,37,1.822686,1.810933,1.834918,0.006181,0.9995,0.978126,0.013159
小号铁夹,13,44,1.881759,1.868525,1.895086,0.006894,0.9995,0.984555,0.014115
小号铁夹,13,51,2.06267,2.050442,2.074263,0.006166,0.9995,0.995212,0.011549
小号铁夹,13,58,1.781441,1.77521,1.787567,0.003006,0.9995,0.972395,0.006937
小号铁夹,13,90,1.797344,1.772368,1.822165,0.013305,0.9995,0.974685,0.027706
小号铁夹,14,1,3.370286,3.359941,3.380594,0.00534,0.9995,1.0,0.006128
小号铁夹,14,2,3.265406,3.255212,3.275396,0.0052,0.9995,1.0,0.006181
小号铁夹,14,3,3.166215,3.156328,3.175909,0.005103,0.9995,1.0,0.006184
小号铁夹,14,4,3.202927,3.194043,3.211598,0.004528,0.9995,1.0,0.005481
小号铁夹,14,5,3.248474,3.240216,3.256489,0.004193,0.9995,1.0,0.005009
小号铁夹,14,6,3.249016,3.243109,3.254907,0.003064,0.9995,1.0,0.003631
小号铁夹,14,7,3.272925,3.268565,3.277347,0.002267,0.9995,1.0,0.002683
小号铁夹,14,8,3.257562,3.255859,3.259459,0.000906,0.9995,1.0,0.001105
小号铁夹,14,9,3.294009,3.292887,3.295205,0.000573,0.9995,1.0,0.000704
小号铁夹,14,10,3.378441,3.377276,3.379778,0.00064,0.9995,1.0,0.000741
小号铁夹,14,11,3.493851,3.491463,3.496285,0.001263,0.9995,1.0,0.00138
小号铁夹,14,12,3.593725,3.590406,3.59712,0.001744,0.9995,1.0,0.001868
小号铁夹,14,13,3.476357,3.47358,3.479312,0.001541,0.9995,1.0,0.001649
小号铁夹,14,14,3.474736,3.469639,3.479974,0.002754,0.9995,1.0,0.002974
小号铁夹,14,15,3.508346,3.501784,3.51474,0.003416,0.9995,1.0,0.003693
小号铁夹,14,22,3.138881,3.12689,3.150616,0.006127,0.9995,1.0,0.007559
小号铁夹,14,30,3.234322,3.222975,3.245436,0.005893,0.9995,1.0,0.006944
小号铁夹,14,37,3.21554,3.194806,3.237119,0.010904,0.9995,1.0,0.013159
小号铁夹,14,44,3.317686,3.294353,3.341182,0.012154,0.9995,1.0,0.014115
小号铁夹,14,51,3.642588,3.620994,3.663061,0.010889,0.9995,1.0,0.011549
小号铁夹,14,58,3.143051,3.132058,3.15386,0.005304,0.9995,1.0,0.006937
小号铁夹,14,90,3.337925,3.291541,3.38402,0.024709,0.9995,1.0,0.027706
小号铁夹,15,1,3.397857,3.387428,3.408249,0.005384,0.9995,1.0,0.006128
小号铁夹,15,2,3.292296,3.282018,3.302369,0.005242,0.9995,1.0,0.006181
小号铁夹,15,3,3.192244,3.182276,3.202018,0.005145,0.9995,1.0,0.006184
小号铁夹,15,4,3.229238,3.220281,3.23798,0.004565,0.9995,1.0,0.005481
小号铁夹,15,5,3.27511,3.266784,3.283191,0.004227,0.9995,1.0,0.005009
小号铁夹,15,6,3.275776,3.26982,3.281715,0.003089,0.9995,1.0,0.003631
小号铁夹,15,7,3.29973,3.295335,3.304188,0.002285,0.9995,1.0,0.002683
小号铁夹,15,8,3.284294,3.282577,3.286207,0.000913,0.9995,1.0,0.001105
小号铁夹,15,9,3.321142,3.320011,3.322348,0.000577,0.9995,1.0,0.000704
小号铁夹,15,10,3.406333,3.405158,3.407681,0.000646,0.9995,1.0,0.000741
小号铁夹,15,11,3.522449,3.520042,3.524904,0.001273,0.9995,1.0,0.00138
小号铁夹,15,12,3.623197,3.619851,3.62662,0.001759,0.9995,1.0,0.001868
小号铁夹,15,13,3.504838,3.502039,3.507818,0.001553,0.9995,1.0,0.001649
小号铁夹,15,14,3.503215,3.498077,3.508496,0.002777,0.9995,1.0,0.002974
小号铁夹,15,15,3.53708,3.530465,3.543526,0.003444,0.9995,1.0,0.003693
小号铁夹,15,22,3.164788,3.152698,3.17662,0.006177,0.9995,1.0,0.007559
小号铁夹,15,30,3.260909,3.249468,3.272113,0.005941,0.9995,1.0,0.006944
小号铁夹,15,37,3.241789,3.220886,3.263545,0.010993,0.9995,1.0,0.013159
小号铁夹,15,44,3.343741,3.320225,3.367421,0.01225,0.9995,1.0,0.014115
小号铁夹,15,51,3.670017,3.64826,3.690644,0.01097,0.9995,1.0,0.011549
小号铁夹,15,58,3.165745,3.154672,3.176632,0.005342,0.9995,1.0,0.006937
小号铁夹,15,90,3.337925,3.291541,3.38402,0.024709,0.9995,1.0,0.027706
小号铁夹,16,1,3.138279,3.128646,3.147877,0.004973,0.9995,1.0,0.006128
小号铁夹,16,2,3.040699,3.031207,3.050002,0.004842,0.9995,0.999999,0.006181
小号铁夹,16,3,2.94822,2.939013,2.957246,0.004752,0.9995,0.999998,0.006184
小号铁夹,16,4,2.982411,2.974139,2.990486,0.004216,0.9995,0.999999,0.005481
小号铁夹,16,5,3.02489,3.0172,3.032354,0.003904,0.9995,0.999999,0.005009
小号铁夹,16,6,3.025468,3.019967,3.030953,0.002853,0.9995,0.999999,0.003631
小号铁夹,16,7,3.047653,3.043593,3.05177,0.002111,0.9995,0.999999,0.002683
小号铁夹,16,8,3.033425,3.031839,3.035191,0.000843,0.9995,0.999999,0.001105
小号铁夹,16,9,3.067293,3.066248,3.068407,0.000533,0.9995,1.0,0.000704
小号铁夹,16,10,3.145861,3.144777,3.147106,0.000596,0.9995,1.0,0.000741
小号铁夹,16,11,3.253188,3.250965,3.255455,0.001176,0.9995,1.0,0.00138
小号铁夹,16,12,3.346532,3.343441,3.349693,0.001624,0.9995,1.0,0.001868
小号铁夹,16,13,3.236842,3.234257,3.239593,0.001435,0.9995,1.0,0.001649
小号铁夹,16,14,3.235684,3.230938,3.240562,0.002565,0.9995,1.0,0.002974
小号铁夹,16,15,3.266732,3.260622,3.272686,0.003181,0.9995,1.0,0.003693
小号铁夹,16,22,2.922818,2.911652,2.933745,0.005705,0.9995,0.999998,0.007559
小号铁夹,16,30,3.011407,3.000841,3.021754,0.005486,0.9995,0.999999,0.006944
小号铁夹,16,37,2.994062,2.974755,3.014155,0.010153,0.9995,0.999999,0.013159
小号铁夹,16,44,3.08898,3.067256,3.110856,0.011316,0.9995,1.0,0.014115
小号铁夹,16,51,3.39024,3.370142,3.409295,0.010134,0.9995,1.0,0.011549
小号铁夹,16,58,2.927463,2.917224,2.93753,0.00494,0.9995,0.999998,0.006937
小号铁夹,16,90,3.081161,3.038345,3.123711,0.022808,0.9995,1.0,0.027706
小号铁夹,17,1,2.306347,2.299267,2.3134,0.003654,0.9995,0.999227,0.006128
小号铁夹,17,2,2.234618,2.227642,2.241455,0.003558,0.9995,0.998639,0.006181
小号铁夹,17,3,2.166664,2.159898,2.173298,0.003492,0.9995,0.997726,0.006184
小号铁夹,17,4,2.191782,2.185703,2.197716,0.003099,0.9995,0.998114,0.005481
小号铁夹,17,5,2.222995,2.217344,2.22848,0.002869,0.9995,0.998512,0.005009
小号铁夹,17,6,2.223352,2.21931,2.227383,0.002097,0.9995,0.998516,0.003631
小号铁夹,17,7,2.239762,2.236778,2.242788,0.001551,0.9995,0.998692,0.002683
小号铁夹,17,8,2.229222,2.228057,2.230521,0.00062,0.9995,0.998582,0.001105
小号铁夹,17,9,2.254293,2.253525,2.255111,0.000392,0.9995,0.998832,0.000704
小号铁夹,17,10,2.311958,2.311161,2.312873,0.000438,0.9995,0.999261,0.000741
小号铁夹,17,11,2.390874,2.38924,2.39254,0.000864,0.9995,0.999615,0.00138
小号铁夹,17,12,2.459452,2.45718,2.461775,0.001194,0.9995,0.999786,0.001868
小号铁夹,17,13,2.378874,2.376974,2.380896,0.001054,0.9995,0.999574,0.001649
小号铁夹,17,14,2.37786,2.374372,2.381444,0.001885,0.9995,0.99957,0.002974
小号铁夹,17,15,2.400691,2.396201,2.405066,0.002337,0.9995,0.999645,0.003693
小号铁夹,17,22,2.148201,2.139994,2.156232,0.004193,0.9995,0.997394,0.007559
小号铁夹,17,30,2.212796,2.205032,2.220399,0.004031,0.9995,0.998391,0.006944
小号铁夹,17,37,2.20002,2.185834,2.214784,0.00746,0.9995,0.998225,0.013159
小号铁夹,17,44,2.269691,2.253729,2.285765,0.008315,0.9995,0.998963,0.014115
小号铁夹,17,51,2.490565,2.4758,2.504563,0.007445,0.9995,0.999837,0.011549
小号铁夹,17,58,2.144537,2.137036,2.151912,0.003619,0.9995,0.997324,0.006937
小号铁夹,17,90,2.310871,2.278759,2.342783,0.017106,0.9995,0.999248,0.027706
小号铁夹,18,1,1.964627,1.958597,1.970636,0.003113,0.9995,0.990795,0.006128
小号铁夹,18,2,1.903472,1.897529,1.909295,0.003031,0.9995,0.986477,0.006181
小号铁夹,18,3,1.845637,1.839873,1.851288,0.002975,0.9995,0.980863,0.006184
小号铁夹,18,4,1.867042,1.861863,1.872096,0.00264,0.9995,0.98314,0.005481
小号铁夹,18,5,1.893651,1.888837,1.898323,0.002444,0.9995,0.98564,0.005009
小号铁夹,18,6,1.89393,1.890486,1.897364,0.001786,0.9995,0.985665,0.003631
小号铁夹,18,7,1.907801,1.905259,1.910378,0.001321,0.9995,0.986834,0.002683
小号铁夹,18,8,1.898905,1.897912,1.900011,0.000528,0.9995,0.986095,0.001105
小号铁夹,18,9,1.920249,1.919595,1.920946,0.000334,0.9995,0.987811,0.000704
小号铁夹,18,10,1.969348,1.968669,1.970127,0.000373,0.9995,0.991073,0.000741
小号铁夹,18,11,2.036545,2.035153,2.037964,0.000736,0.9995,0.994279,0.00138
小号铁夹,18,12,2.094901,2.092967,2.09688,0.001017,0.9995,0.99618,0.001868
小号铁夹,18,13,2.026518,2.0249,2.028241,0.000898,0.9995,0.993878,0.001649
小号铁夹,18,14,2.025467,2.022496,2.02852,0.001605,0.9995,0.993834,0.002974
小号铁夹,18,15,2.045067,2.041243,2.048795,0.001991,0.9995,0.994601,0.003693
小号铁夹,18,22,1.830064,1.823073,1.836906,0.003572,0.9995,0.979045,0.007559
小号铁夹,18,30,1.88558,1.878965,1.892059,0.003435,0.9995,0.984917,0.006944
小号铁夹,18,37,1.875185,1.863093,1.887769,0.006359,0.9995,0.983933,0.013159
小号铁夹,18,44,1.933869,1.920269,1.947565,0.007085,0.9995,0.988797,0.014115
小号铁夹,18,51,2.123014,2.110429,2.134947,0.006346,0.9995,0.996871,0.011549
小号铁夹,18,58,1.826828,1.820438,1.83311,0.003083,0.9995,0.97865,0.006937
小号铁夹,18,90,1.797344,1.772368,1.822165,0.013305,0.9995,0.974685,0.027706
小号铁夹,19,1,2.93327,2.924267,2.942241,0.004648,0.9995,0.999998,0.006128
小号铁夹,19,2,2.842011,2.833139,2.850706,0.004525,0.9995,0.999994,0.006181
小号铁夹,19,3,2.755576,2.746971,2.764013,0.004442,0.9995,0.999987,0.006184
小号铁夹,19,4,2.787625,2.779893,2.795172,0.003941,0.9995,0.99999,0.005481
小号铁夹,19,5,2.827315,2.820127,2.834291,0.003649,0.9995,0.999994,0.005009
小号铁夹,19,6,2.827681,2.82254,2.832808,0.002666,0.9995,0.999994,0.003631
小号铁夹,19,7,2.848476,2.844681,2.852325,0.001973,0.9995,0.999995,0.002683
小号铁夹,19,8,2.835272,2.83379,2.836923,0.000788,0.9995,0.999994,0.001105
小号铁夹,19,9,2.866907,2.865931,2.867948,0.000498,0.9995,0.999996,0.000704
小号铁夹,19,10,2.940515,2.939501,2.941679,0.000557,0.9995,0.999998,0.000741
小号铁夹,19,11,3.040639,3.038561,3.042758,0.001099,0.9995,0.999999,0.00138
小号铁夹,19,12,3.127749,3.12486,3.130703,0.001518,0.9995,1.0,0.001868
小号铁夹,19,13,3.025537,3.023121,3.028109,0.001341,0.9995,0.999999,0.001649
小号铁夹,19,14,3.024249,3.019813,3.028808,0.002397,0.9995,0.999999,0.002974
小号铁夹,19,15,3.053234,3.047524,3.058799,0.002973,0.9995,0.999999,0.003693
小号铁夹,19,22,2.732143,2.721705,2.742357,0.005333,0.9995,0.999983,0.007559
小号铁夹,19,30,2.815077,2.805201,2.82475,0.005129,0.9995,0.999993,0.006944
小号铁夹,19,37,2.798832,2.780785,2.817615,0.009491,0.9995,0.999991,0.013159
小号铁夹,19,44,2.886329,2.86603,2.90677,0.010574,0.9995,0.999997,0.014115
小号铁夹,19,51,3.170807,3.15201,3.188628,0.009478,0.9995,1.0,0.011549
小号铁夹,19,58,2.734568,2.725004,2.743972,0.004614,0.9995,0.999984,0.006937
小号铁夹,19,90,2.824398,2.78515,2.863402,0.020908,0.9995,0.999993,0.027706
小号铁夹,20,1,2.530117,2.522351,2.537855,0.004009,0.9995,0.999886,0.006128
小号铁夹,20,2,2.451482,2.443829,2.458982,0.003904,0.9995,0.999771,0.006181
小号铁夹,20,3,2.376932,2.369509,2.384209,0.003831,0.9995,0.999567,0.006184
小号铁夹,20,4,2.404594,2.397924,2.411104,0.0034,0.9995,0.999657,0.005481
小号铁夹,20,5,2.438745,2.432546,2.444762,0.003148,0.9995,0.999744,0.005009
小号铁夹,20,6,2.439255,2.434821,2.443678,0.0023,0.9995,0.999745,0.003631
小号铁夹,20,7,2.457046,2.453773,2.460365,0.001702,0.9995,0.999782,0.002683
小号铁夹,20,8,2.445695,2.444417,2.447119,0.00068,0.9995,0.999759,0.001105
小号铁夹,20,9,2.472969,2.472126,2.473866,0.00043,0.9995,0.99981,0.000704
小号铁夹,20,10,2.536411,2.535537,2.537415,0.000481,0.9995,0.999892,0.000741
小号铁夹,20,11,2.622812,2.621019,2.624639,0.000948,0.9995,0.999952,0.00138
小号铁夹,20,12,2.697883,2.695391,2.700431,0.001309,0.9995,0.999976,0.001868
小号铁夹,20,13,2.609709,2.607624,2.611927,0.001157,0.9995,0.999945,0.001649
小号铁夹,20,14,2.608569,2.604743,2.612501,0.002068,0.9995,0.999945,0.002974
小号铁夹,20,15,2.633654,2.628728,2.638454,0.002564,0.9995,0.999956,0.003693
小号铁夹,20,22,2.356493,2.34749,2.365302,0.0046,0.9995,0.999486,0.007559
小号铁夹,20,30,2.427531,2.419014,2.435872,0.004423,0.9995,0.999718,0.006944
小号铁夹,20,37,2.414936,2.399364,2.431143,0.008189,0.9995,0.999685,0.013159
小号铁夹,20,44,2.489712,2.472202,2.507344,0.009121,0.9995,0.999836,0.014115
小号铁夹,20,51,2.731941,2.715745,2.747296,0.008166,0.9995,0.999983,0.011549
小号铁夹,20,58,2.360125,2.35187,2.368242,0.003982,0.9995,0.999502,0.006937
小号铁夹,20,90,2.567635,2.531954,2.603092,0.019007,0.9995,0.999918,0.027706
普通钢筋,1,1,2.455721,2.448381,2.462786,0.003887,0.9995,0.941525,0.005866
普通钢筋,1,2,2.398203,2.390977,2.405166,0.003814,0.9995,0.929817,0.005916
普通钢筋,1,3,2.343714,2.336432,2.350638,0.00377,0.9995,0.917113,0.006061
普通钢筋,1,4,2.356658,2.35028,2.362657,0.003301,0.9995,0.92028,0.005252
普通钢筋,1,5,2.37736,2.371465,2.38289,0.003043,0.9995,0.925151,0.004806
普通钢筋,1,6,2.363978,2.359734,2.368015,0.00221,0.9995,0.922031,0.003503
普通钢筋,1,7,2.367179,2.36411,2.370086,0.001602,0.9995,0.922787,0.002524
普通钢筋,1,8,2.34101,2.340049,2.341958,0.000516,0.9995,0.916444,0.000815
普通钢筋,1,9,2.354819,2.354162,2.355523,0.000348,0.9995,0.919839,0.000578
普通钢筋,1,10,2.403539,2.402694,2.404444,0.000459,0.9995,0.930978,0.000728
普通钢筋,1,11,2.474541,2.472889,2.476169,0.000872,0.9995,0.945004,0.001325
普通钢筋,1,12,2.533187,2.530889,2.535527,0.001214,0.9995,0.954783,0.001831
普通钢筋,1,13,2.433635,2.431669,2.435716,0.001071,0.9995,0.937231,0.001663
普通钢筋,1,14,2.418549,2.415002,2.422237,0.001919,0.9995,0.934154,0.002991
普通钢筋,1,15,2.429382,2.424963,2.433888,0.002361,0.9995,0.936374,0.003674
普通钢筋,1,22,2.198249,2.190251,2.206496,0.004243,0.9995,0.87471,0.00739
普通钢筋,1,30,2.256359,2.248695,2.26402,0.004148,0.9995,0.893198,0.006792
普通钢筋,1,37,2.187592,2.174273,2.201682,0.007366,0.9995,0.871075,0.012529
普通钢筋,1,44,2.232106,2.217281,2.247529,0.00812,0.9995,0.885725,0.013552
普通钢筋,1,51,2.428081,2.415212,2.44113,0.007048,0.9995,0.936099,0.010674
普通钢筋,1,58,2.249161,2.244151,2.253899,0.002531,0.9995,0.891026,0.004334
普通钢筋,1,90,2.598929,2.56815,2.629024,0.016221,0.9995,0.963962,0.023423
普通钢筋,2,1,3.978512,3.96662,3.989957,0.006297,0.9995,0.999963,0.005866
普通钢筋,2,2,3.885341,3.873635,3.896622,0.006179,0.9995,0.999934,0.005916
普通钢筋,2,3,3.796984,3.785188,3.808203,0.006108,0.9995,0.999887,0.006061
普通钢筋,2,4,3.818137,3.807805,3.827857,0.005349,0.9995,0.999901,0.005252
普通钢筋,2,5,3.851701,3.842149,3.86066,0.00493,0.9995,0.999919,0.004806
普通钢筋,2,6,3.82977,3.822896,3.83631,0.00358,0.9995,0.999908,0.003503
普通钢筋,2,7,3.835044,3.830072,3.839753,0.002595,0.9995,0.99991,0.002524
