sample_type,sample_id,delay_days,retention_ratio,relative_width,is_failure,failure_reason
普通钢筋,9,22,0.291596,0.00739,no,none
普通钢筋,9,30,0.17249,0.006792,no,none
普通钢筋,9,37,0.123103,0.012529,no,none
普通钢筋,9,44,0.07988,0.013552,no,none
普通钢筋,9,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,9,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,9,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,10,1,0.879701,0.005866,no,none
普通钢筋,10,2,0.8242,0.005916,no,none
普通钢筋,10,3,0.771639,0.006061,no,none
普通钢筋,10,4,0.733709,0.005252,no,none
普通钢筋,10,5,0.694005,0.004806,no,none
普通钢筋,10,6,0.667011,0.003503,no,none
普通钢筋,10,7,0.636707,0.002524,no,none
普通钢筋,10,8,0.616443,0.000815,no,none
普通钢筋,10,9,0.584546,0.000578,no,none
普通钢筋,10,10,0.545404,0.000728,no,none
普通钢筋,10,11,0.503891,0.001325,no,none
普通钢筋,10,12,0.468935,0.001831,no,none
普通钢筋,10,13,0.467983,0.001663,no,none
普通钢筋,10,14,0.449898,0.002991,no,none
普通钢筋,10,15,0.427063,0.003674,no,none
普通钢筋,10,22,0.291596,0.00739,no,none
普通钢筋,10,30,0.17249,0.006792,no,none
普通钢筋,10,37,0.123103,0.012529,no,none
普通钢筋,10,44,0.07988,0.013552,no,none
普通钢筋,10,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,10,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,10,90,0.002193,0.023423,yes,retention_too_low
锈蚀钢筋,1,1,0.871267,0.007795,no,none
锈蚀钢筋,1,2,0.792209,0.007677,no,none
锈蚀钢筋,1,3,0.719798,0.007563,no,none
锈蚀钢筋,1,4,0.664218,0.006877,no,none
锈蚀钢筋,1,5,0.609734,0.00622,no,none
锈蚀钢筋,1,6,0.568723,0.004843,no,none
锈蚀钢筋,1,7,0.526863,0.003902,no,none
锈蚀钢筋,1,8,0.495041,0.002876,no,none
锈蚀钢筋,1,9,0.455572,0.002089,no,none
锈蚀钢筋,1,10,0.412522,0.001611,no,none
锈蚀钢筋,1,11,0.369876,0.001901,no,none
锈蚀钢筋,1,12,0.334058,0.00211,no,none
锈蚀钢筋,1,13,0.323541,0.001686,no,none
锈蚀钢筋,1,14,0.301859,0.00301,no,none
锈蚀钢筋,1,15,0.278082,0.003777,no,none
锈蚀钢筋,1,22,0.153955,0.008675,no,none
锈蚀钢筋,1,30,0.071664,0.009251,no,none
锈蚀钢筋,1,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,1,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,1,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,1,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,1,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,2,1,0.871267,0.007795,no,none
锈蚀钢筋,2,2,0.792209,0.007677,no,none
锈蚀钢筋,2,3,0.719798,0.007563,no,none
锈蚀钢筋,2,4,0.664218,0.006877,no,none
锈蚀钢筋,2,5,0.609734,0.00622,no,none
锈蚀钢筋,2,6,0.568723,0.004843,no,none
锈蚀钢筋,2,7,0.526863,0.003902,no,none
锈蚀钢筋,2,8,0.495041,0.002876,no,none
锈蚀钢筋,2,9,0.455572,0.002089,no,none
锈蚀钢筋,2,10,0.412522,0.001611,no,none
锈蚀钢筋,2,11,0.369876,0.001901,no,none
锈蚀钢筋,2,12,0.334058,0.00211,no,none
锈蚀钢筋,2,13,0.323541,0.001686,no,none
锈蚀钢筋,2,14,0.301859,0.00301,no,none
锈蚀钢筋,2,15,0.278082,0.003777,no,none
锈蚀钢筋,2,22,0.153955,0.008675,no,none
锈蚀钢筋,2,30,0.071664,0.009251,no,none
锈蚀钢筋,2,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,2,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,2,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,2,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,2,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,3,1,0.871267,0.007795,no,none
锈蚀钢筋,3,2,0.792209,0.007677,no,none
锈蚀钢筋,3,3,0.719798,0.007563,no,none
锈蚀钢筋,3,4,0.664218,0.006877,no,none
锈蚀钢筋,3,5,0.609734,0.00622,no,none
锈蚀钢筋,3,6,0.568723,0.004843,no,none
锈蚀钢筋,3,7,0.526863,0.003902,no,none
锈蚀钢筋,3,8,0.495041,0.002876,no,none
锈蚀钢筋,3,9,0.455572,0.002089,no,none
锈蚀钢筋,3,10,0.412522,0.001611,no,none
锈蚀钢筋,3,11,0.369876,0.001901,no,none
锈蚀钢筋,3,12,0.334058,0.00211,no,none
锈蚀钢筋,3,13,0.323541,0.001686,no,none
锈蚀钢筋,3,14,0.301859,0.00301,no,none
锈蚀钢筋,3,15,0.278082,0.003777,no,none
锈蚀钢筋,3,22,0.153955,0.008675,no,none
锈蚀钢筋,3,30,0.071664,0.009251,no,none
锈蚀钢筋,3,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,3,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,3,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,3,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,3,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,4,1,0.871267,0.007795,no,none
锈蚀钢筋,4,2,0.792209,0.007677,no,none
锈蚀钢筋,4,3,0.719798,0.007563,no,none
锈蚀钢筋,4,4,0.664218,0.006877,no,none
锈蚀钢筋,4,5,0.609734,0.00622,no,none
锈蚀钢筋,4,6,0.568723,0.004843,no,none
锈蚀钢筋,4,7,0.526863,0.003902,no,none
锈蚀钢筋,4,8,0.495041,0.002876,no,none
锈蚀钢筋,4,9,0.455572,0.002089,no,none
锈蚀钢筋,4,10,0.412522,0.001611,no,none
锈蚀钢筋,4,11,0.369876,0.001901,no,none
锈蚀钢筋,4,12,0.334058,0.00211,no,none
锈蚀钢筋,4,13,0.323541,0.001686,no,none
锈蚀钢筋,4,14,0.301859,0.00301,no,none
锈蚀钢筋,4,15,0.278082,0.003777,no,none
锈蚀钢筋,4,22,0.153955,0.008675,no,none
锈蚀钢筋,4,30,0.071664,0.009251,no,none
锈蚀钢筋,4,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,4,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,4,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,4,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,4,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,5,1,0.871267,0.007795,no,none
锈蚀钢筋,5,2,0.792209,0.007677,no,none
锈蚀钢筋,5,3,0.719798,0.007563,no,none
锈蚀钢筋,5,4,0.664218,0.006877,no,none
锈蚀钢筋,5,5,0.609734,0.00622,no,none
锈蚀钢筋,5,6,0.568723,0.004843,no,none
锈蚀钢筋,5,7,0.526863,0.003902,no,none
锈蚀钢筋,5,8,0.495041,0.002876,no,none
锈蚀钢筋,5,9,0.455572,0.002089,no,none
锈蚀钢筋,5,10,0.412522,0.001611,no,none
锈蚀钢筋,5,11,0.369876,0.001901,no,none
锈蚀钢筋,5,12,0.334058,0.00211,no,none
锈蚀钢筋,5,13,0.323541,0.001686,no,none
锈蚀钢筋,5,14,0.301859,0.00301,no,none
锈蚀钢筋,5,15,0.278082,0.003777,no,none
锈蚀钢筋,5,22,0.153955,0.008675,no,none
锈蚀钢筋,5,30,0.071664,0.009251,no,none
锈蚀钢筋,5,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,5,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,5,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,5,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,5,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,6,1,0.871267,0.007795,no,none
锈蚀钢筋,6,2,0.792209,0.007677,no,none
锈蚀钢筋,6,3,0.719798,0.007563,no,none
锈蚀钢筋,6,4,0.664218,0.006877,no,none
锈蚀钢筋,6,5,0.609734,0.00622,no,none
锈蚀钢筋,6,6,0.568723,0.004843,no,none
锈蚀钢筋,6,7,0.526863,0.003902,no,none
锈蚀钢筋,6,8,0.495041,0.002876,no,none
锈蚀钢筋,6,9,0.455572,0.002089,no,none
锈蚀钢筋,6,10,0.412522,0.001611,no,none
锈蚀钢筋,6,11,0.369876,0.001901,no,none
锈蚀钢筋,6,12,0.334058,0.00211,no,none
锈蚀钢筋,6,13,0.323541,0.001686,no,none
锈蚀钢筋,6,14,0.301859,0.00301,no,none
锈蚀钢筋,6,15,0.278082,0.003777,no,none
锈蚀钢筋,6,22,0.153955,0.008675,no,none
锈蚀钢筋,6,30,0.071664,0.009251,no,none
锈蚀钢筋,6,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,6,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,6,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,6,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,6,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,7,1,0.871267,0.007795,no,none
锈蚀钢筋,7,2,0.792209,0.007677,no,none
锈蚀钢筋,7,3,0.719798,0.007563,no,none
锈蚀钢筋,7,4,0.664218,0.006877,no,none
锈蚀钢筋,7,5,0.609734,0.00622,no,none
锈蚀钢筋,7,6,0.568723,0.004843,no,none
锈蚀钢筋,7,7,0.526863,0.003902,no,none
锈蚀钢筋,7,8,0.495041,0.002876,no,none
锈蚀钢筋,7,9,0.455572,0.002089,no,none
锈蚀钢筋,7,10,0.412522,0.001611,no,none
锈蚀钢筋,7,11,0.369876,0.001901,no,none
锈蚀钢筋,7,12,0.334058,0.00211,no,none
锈蚀钢筋,7,13,0.323541,0.001686,no,none
锈蚀钢筋,7,14,0.301859,0.00301,no,none
锈蚀钢筋,7,15,0.278082,0.003777,no,none
锈蚀钢筋,7,22,0.153955,0.008675,no,none
锈蚀钢筋,7,30,0.071664,0.009251,no,none
锈蚀钢筋,7,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,7,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,7,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,7,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,7,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,8,1,0.871267,0.007795,no,none
锈蚀钢筋,8,2,0.792209,0.007677,no,none
锈蚀钢筋,8,3,0.719798,0.007563,no,none
锈蚀钢筋,8,4,0.664218,0.006877,no,none
锈蚀钢筋,8,5,0.609734,0.00622,no,none
锈蚀钢筋,8,6,0.568723,0.004843,no,none
锈蚀钢筋,8,7,0.526863,0.003902,no,none
锈蚀钢筋,8,8,0.495041,0.002876,no,none
锈蚀钢筋,8,9,0.455572,0.002089,no,none
锈蚀钢筋,8,10,0.412522,0.001611,no,none
锈蚀钢筋,8,11,0.369876,0.001901,no,none
锈蚀钢筋,8,12,0.334058,0.00211,no,none
锈蚀钢筋,8,13,0.323541,0.001686,no,none
锈蚀钢筋,8,14,0.301859,0.00301,no,none
锈蚀钢筋,8,15,0.278082,0.003777,no,none
锈蚀钢筋,8,22,0.153955,0.008675,no,none
锈蚀钢筋,8,30,0.071664,0.009251,no,none
锈蚀钢筋,8,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,8,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,8,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,8,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,8,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,9,1,0.871267,0.007795,no,none
锈蚀钢筋,9,2,0.792209,0.007677,no,none
锈蚀钢筋,9,3,0.719798,0.007563,no,none
锈蚀钢筋,9,4,0.664218,0.006877,no,none
锈蚀钢筋,9,5,0.609734,0.00622,no,none
锈蚀钢筋,9,6,0.568723,0.004843,no,none
锈蚀钢筋,9,7,0.526863,0.003902,no,none
锈蚀钢筋,9,8,0.495041,0.002876,no,none
锈蚀钢筋,9,9,0.455572,0.002089,no,none
锈蚀钢筋,9,10,0.412522,0.001611,no,none
锈蚀钢筋,9,11,0.369876,0.001901,no,none
锈蚀钢筋,9,12,0.334058,0.00211,no,none
锈蚀钢筋,9,13,0.323541,0.001686,no,none
锈蚀钢筋,9,14,0.301859,0.00301,no,none
锈蚀钢筋,9,15,0.278082,0.003777,no,none
锈蚀钢筋,9,22,0.153955,0.008675,no,none
锈蚀钢筋,9,30,0.071664,0.009251,no,none
锈蚀钢筋,9,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,9,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,9,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,9,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,9,90,0.000151,0.051403,yes,retention_too_low
锈蚀钢筋,10,1,0.871267,0.007795,no,none
锈蚀钢筋,10,2,0.792209,0.007677,no,none
锈蚀钢筋,10,3,0.719798,0.007563,no,none
锈蚀钢筋,10,4,0.664218,0.006877,no,none
锈蚀钢筋,10,5,0.609734,0.00622,no,none
锈蚀钢筋,10,6,0.568723,0.004843,no,none
锈蚀钢筋,10,7,0.526863,0.003902,no,none
锈蚀钢筋,10,8,0.495041,0.002876,no,none
锈蚀钢筋,10,9,0.455572,0.002089,no,none
锈蚀钢筋,10,10,0.412522,0.001611,no,none
锈蚀钢筋,10,11,0.369876,0.001901,no,none
锈蚀钢筋,10,12,0.334058,0.00211,no,none
锈蚀钢筋,10,13,0.323541,0.001686,no,none
锈蚀钢筋,10,14,0.301859,0.00301,no,none
锈蚀钢筋,10,15,0.278082,0.003777,no,none
锈蚀钢筋,10,22,0.153955,0.008675,no,none
锈蚀钢筋,10,30,0.071664,0.009251,no,none
锈蚀钢筋,10,37,0.04147,0.016466,yes,retention_too_low
锈蚀钢筋,10,44,0.021819,0.018818,yes,retention_too_low
锈蚀钢筋,10,51,0.01069,0.019594,yes,retention_too_low
锈蚀钢筋,10,58,0.004799,0.021629,yes,retention_too_low
锈蚀钢筋,10,90,0.000151,0.051403,yes,retention_too_low
