case_id,sample_type,delay_days,weather_scenario,target_decision,day,weather,temp_c,hum_pct,retention_ratio
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,27,小雨,18.5,85.0,0.23467
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,28,雨,18.5,85.0,0.214246
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,29,雨转阴,20.0,80.0,0.203606
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,30,阴,20.0,80.0,0.193353
REP-011-1,小号铁夹,60,normal,灰区/证据不足,1,中度雾霾,12.0,80.0,0.9048
REP-011-1,小号铁夹,60,normal,灰区/证据不足,2,晴/多云,13.5,65.0,0.9048
REP-011-1,小号铁夹,60,normal,灰区/证据不足,3,阴,11.5,80.0,0.862061
REP-011-1,小号铁夹,60,normal,灰区/证据不足,4,中雨,11.5,90.0,0.780415
REP-011-1,小号铁夹,60,normal,灰区/证据不足,5,小雨,8.5,85.0,0.716409
REP-011-1,小号铁夹,60,normal,灰区/证据不足,6,小雨,7.0,85.0,0.656061
REP-011-1,小号铁夹,60,normal,灰区/证据不足,7,晴,8.0,70.0,0.618139
REP-011-1,小号铁夹,60,normal,灰区/证据不足,8,多云,8.5,75.0,0.578327
REP-011-1,小号铁夹,60,normal,灰区/证据不足,9,多云,9.0,75.0,0.542334
REP-011-1,小号铁夹,60,normal,灰区/证据不足,10,阴,10.0,80.0,0.504049
REP-011-1,小号铁夹,60,normal,灰区/证据不足,11,阴/小雨,10.0,85.0,0.46147
REP-011-1,小号铁夹,60,normal,灰区/证据不足,12,多云,10.5,75.0,0.435771
REP-011-1,小号铁夹,60,normal,灰区/证据不足,13,多云,10.0,75.0,0.409952
REP-011-1,小号铁夹,60,normal,灰区/证据不足,14,小雨,10.0,85.0,0.374501
REP-011-1,小号铁夹,60,normal,灰区/证据不足,15,小雨,10.0,85.0,0.341867
REP-011-1,小号铁夹,60,normal,灰区/证据不足,16,阴,10.0,80.0,0.316346
REP-011-1,小号铁夹,60,normal,灰区/证据不足,17,多云,10.5,75.0,0.297641
REP-011-1,小号铁夹,60,normal,灰区/证据不足,18,多云,10.5,75.0,0.279838
REP-011-1,小号铁夹,60,normal,灰区/证据不足,19,多云,12.5,75.0,0.266133
REP-011-1,小号铁夹,60,normal,灰区/证据不足,20,多云转晴,14.0,70.0,0.261503
REP-011-1,小号铁夹,60,normal,灰区/证据不足,21,多云,15.0,75.0,0.252146
REP-011-1,小号铁夹,60,normal,灰区/证据不足,22,多云转小雨,14.0,85.0,0.230039
REP-011-1,小号铁夹,60,normal,灰区/证据不足,23,小雨转阴,13.0,85.0,0.20948
REP-011-1,小号铁夹,60,normal,灰区/证据不足,24,小雨转阴,12.0,85.0,0.190404
REP-011-1,小号铁夹,60,normal,灰区/证据不足,25,多云,12.0,75.0,0.17974
REP-011-1,小号铁夹,60,normal,灰区/证据不足,26,多云转阴,12.0,80.0,0.166311
REP-011-1,小号铁夹,60,normal,灰区/证据不足,27,晴转多云,12.0,70.0,0.159819
REP-011-1,小号铁夹,60,normal,灰区/证据不足,28,阴转多云,12.5,80.0,0.14793
REP-011-1,小号铁夹,60,normal,灰区/证据不足,29,晴转多云,11.0,70.0,0.140736
REP-011-1,小号铁夹,60,normal,灰区/证据不足,30,阴,12.5,80.0,0.130077
REP-011-1,小号铁夹,60,normal,灰区/证据不足,31,阴,15.5,80.0,0.121446
REP-011-1,小号铁夹,60,normal,灰区/证据不足,32,小雨,14.0,85.0,0.109993
REP-011-1,小号铁夹,60,normal,灰区/证据不足,33,小雨,11.5,85.0,0.099267
REP-011-1,小号铁夹,60,normal,灰区/证据不足,34,多云,11.5,75.0,0.09281
REP-011-1,小号铁夹,60,normal,灰区/证据不足,35,多云,12.0,75.0,0.086975
REP-011-1,小号铁夹,60,normal,灰区/证据不足,36,阴,13.0,80.0,0.080181
REP-011-1,小号铁夹,60,normal,灰区/证据不足,37,阴,12.5,80.0,0.073731
REP-011-1,小号铁夹,60,normal,灰区/证据不足,38,小雨,11.5,85.0,0.066299
REP-011-1,小号铁夹,60,normal,灰区/证据不足,39,小雨,12.5,85.0,0.059639
REP-011-1,小号铁夹,60,normal,灰区/证据不足,40,小雨,13.0,85.0,0.05364
REP-011-1,小号铁夹,60,normal,灰区/证据不足,41,多云转阵雨,16.5,80.0,0.049897
REP-011-1,小号铁夹,60,normal,灰区/证据不足,42,小雨,13.0,85.0,0.044812
REP-011-1,小号铁夹,60,normal,灰区/证据不足,43,分散阵雨转多云,18.0,80.0,0.041851
REP-011-1,小号铁夹,60,normal,灰区/证据不足,44,多云转阵雨,16.5,80.0,0.038845
REP-011-1,小号铁夹,60,normal,灰区/证据不足,45,小雨,15.0,85.0,0.034889
REP-011-1,小号铁夹,60,normal,灰区/证据不足,46,阴,15.0,80.0,0.032162
REP-011-1,小号铁夹,60,normal,灰区/证据不足,47,多云,16.5,75.0,0.030708
REP-011-1,小号铁夹,60,normal,灰区/证据不足,48,多云,17.5,75.0,0.029478
REP-011-1,小号铁夹,60,normal,灰区/证据不足,49,多云,16.0,75.0,0.028019
REP-011-1,小号铁夹,60,normal,灰区/证据不足,50,小雨,14.0,85.0,0.025045
REP-011-1,小号铁夹,60,normal,灰区/证据不足,51,小雨,13.5,85.0,0.022359
REP-011-1,小号铁夹,60,normal,灰区/证据不足,52,阴转多云,15.5,80.0,0.020558
REP-011-1,小号铁夹,60,normal,灰区/证据不足,53,晴,17.5,70.0,0.020321
REP-011-1,小号铁夹,60,normal,灰区/证据不足,54,中到大雨,13.0,90.0,0.017701
REP-011-1,小号铁夹,60,normal,灰区/证据不足,55,小雨,12.0,85.0,0.01573
REP-011-1,小号铁夹,60,normal,灰区/证据不足,56,多云,14.5,75.0,0.01474
REP-011-1,小号铁夹,60,normal,灰区/证据不足,57,晴,16.5,70.0,0.014403
REP-011-1,小号铁夹,60,normal,灰区/证据不足,58,晴,18.0,70.0,0.014246
REP-011-1,小号铁夹,60,normal,灰区/证据不足,59,多云,19.0,75.0,0.013691
REP-011-1,小号铁夹,60,normal,灰区/证据不足,60,多云,20.0,75.0,0.013228
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,1,阴,10.0,80.0,0.898287
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,2,多云,10.5,75.0,0.85447
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,3,多云,10.5,75.0,0.812198
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,4,多云,12.5,75.0,0.780917
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,5,多云转晴,14.0,70.0,0.775771
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,6,多云,15.0,75.0,0.756242
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,7,多云转小雨,14.0,85.0,0.697527
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,8,小雨转阴,13.0,85.0,0.642175
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,9,小雨转阴,12.0,85.0,0.590118
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,10,多云,12.0,75.0,0.563194
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,11,多云转阴,12.0,80.0,0.526847
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,12,晴转多云,12.0,70.0,0.511853
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,13,阴转多云,12.5,80.0,0.478986
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,14,晴转多云,11.0,70.0,0.460706
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,15,阴,12.5,80.0,0.430496
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,16,阴,15.5,80.0,0.406353
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,17,小雨,14.0,85.0,0.372079
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,18,小雨,11.5,85.0,0.339489
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,19,多云,11.5,75.0,0.3209
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,20,多云,12.0,75.0,0.304033
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,21,阴,13.0,80.0,0.283367
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,22,阴,12.5,80.0,0.263437
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,23,小雨,11.5,85.0,0.239487
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,24,小雨,12.5,85.0,0.217802
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,25,小雨,13.0,85.0,0.198048
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,26,多云转阵雨,16.5,80.0,0.186254
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,27,小雨,13.0,85.0,0.169114
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,28,分散阵雨转多云,18.0,80.0,0.159675
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,29,多云转阵雨,16.5,80.0,0.149838
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,30,小雨,15.0,85.0,0.136059
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,31,阴,15.0,80.0,0.126802
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,32,多云,16.5,75.0,0.122402
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,33,多云,17.5,75.0,0.11879
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,34,多云,16.0,75.0,0.114153
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,35,小雨,14.0,85.0,0.103162
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,36,小雨,13.5,85.0,0.093108
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,37,阴转多云,15.5,80.0,0.086551
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,38,晴,17.5,70.0,0.086494
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,39,中到大雨,13.0,90.0,0.076174
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,40,小雨,12.0,85.0,0.068434
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,41,多云,14.5,75.0,0.064832
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,42,晴,16.5,70.0,0.064049
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,43,晴,18.0,70.0,0.064048
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,44,多云,19.0,75.0,0.062228
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,45,多云,20.0,75.0,0.060785
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,46,多云转小雨,18.5,85.0,0.054771
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,47,小雨,17.5,85.0,0.049261
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,48,小雨,16.0,85.0,0.044197
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,49,阴,18.0,80.0,0.041096
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,50,多云,19.5,75.0,0.039875
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,51,多云转小雨,19.0,85.0,0.035819
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,52,小雨,17.5,85.0,0.032098
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,53,小雨转阴,16.0,85.0,0.028694
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,54,小雨,18.0,85.0,0.02569
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,55,小雨,19.0,85.0,0.02301
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,56,晴转小雨,19.5,85.0,0.020606
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,57,小雨,18.5,85.0,0.018419
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,58,雨,18.5,85.0,0.016452
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,59,雨转阴,20.0,80.0,0.015296
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,60,阴,20.0,80.0,0.014212
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,1,阴转多云,12.5,80.0,0.912234
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,2,晴转多云,11.0,70.0,0.902425
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,3,阴,12.5,80.0,0.86728
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,4,阴,15.5,80.0,0.841971
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,5,小雨,14.0,85.0,0.792928
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,6,小雨,11.5,85.0,0.744092
REP-013-1,普通钢筋,7,normal,支持曾遭雷击,7,多云,11.5,75.0,0.723394
REP-013-2,普通钢筋,7,normal,灰区/证据不足,1,阴转多云,12.5,80.0,0.912234
REP-013-2,普通钢筋,7,normal,灰区/证据不足,2,晴转多云,11.0,70.0,0.902425
REP-013-2,普通钢筋,7,normal,灰区/证据不足,3,阴,12.5,80.0,0.86728
REP-013-2,普通钢筋,7,normal,灰区/证据不足,4,阴,15.5,80.0,0.841971
REP-013-2,普通钢筋,7,normal,灰区/证据不足,5,小雨,14.0,85.0,0.792928
REP-013-2,普通钢筋,7,normal,灰区/证据不足,6,小雨,11.5,85.0,0.744092
REP-013-2,普通钢筋,7,normal,灰区/证据不足,7,多云,11.5,75.0,0.723394
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,1,阴转多云,12.5,80.0,0.912234
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,2,晴转多云,11.0,70.0,0.902425
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,3,阴,12.5,80.0,0.86728
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,4,阴,15.5,80.0,0.841971
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,5,小雨,14.0,85.0,0.792928
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,6,小雨,11.5,85.0,0.744092
REP-013-3,普通钢筋,7,normal,不支持曾遭雷击,7,多云,11.5,75.0,0.723394
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,1,小雨,18.0,85.0,0.89927
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,2,小雨,19.0,85.0,0.853551
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,3,晴转小雨,19.5,85.0,0.810023
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,4,小雨,18.5,85.0,0.767287
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,5,雨,18.5,85.0,0.726276
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,6,雨转阴,20.0,80.0,0.715593
REP-014-1,普通钢筋,7,humid_hot,支持曾遭雷击,7,阴,20.0,80.0,0.704553
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,1,小雨,18.0,85.0,0.89927
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,2,小雨,19.0,85.0,0.853551
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,3,晴转小雨,19.5,85.0,0.810023
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,4,小雨,18.5,85.0,0.767287
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,5,雨,18.5,85.0,0.726276
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,6,雨转阴,20.0,80.0,0.715593
REP-014-2,普通钢筋,7,humid_hot,灰区/证据不足,7,阴,20.0,80.0,0.704553
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,1,小雨,18.0,85.0,0.89927
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,2,小雨,19.0,85.0,0.853551
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,3,晴转小雨,19.5,85.0,0.810023
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,4,小雨,18.5,85.0,0.767287
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,5,雨,18.5,85.0,0.726276
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,6,雨转阴,20.0,80.0,0.715593
REP-014-3,普通钢筋,7,humid_hot,不支持曾遭雷击,7,阴,20.0,80.0,0.704553
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,1,阴,10.0,80.0,0.904032
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,2,多云,10.5,75.0,0.876736
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,3,多云,10.5,75.0,0.849643
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,4,多云,12.5,75.0,0.83288
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,5,多云转晴,14.0,70.0,0.83288
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,6,多云,15.0,75.0,0.83288
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,7,多云转小雨,14.0,85.0,0.7884
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,8,小雨转阴,13.0,85.0,0.740017
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,9,小雨转阴,12.0,85.0,0.693314
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,10,多云,12.0,75.0,0.674608
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,11,多云转阴,12.0,80.0,0.6434
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,12,晴转多云,12.0,70.0,0.637301
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,13,阴转多云,12.5,80.0,0.60803
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,14,晴转多云,11.0,70.0,0.596251
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,15,阴,12.5,80.0,0.568036
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,16,阴,15.5,80.0,0.546655
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,17,小雨,14.0,85.0,0.510327
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,18,小雨,11.5,85.0,0.474724
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,19,多云,11.5,75.0,0.457497
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,20,多云,12.0,75.0,0.441918
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,21,阴,13.0,80.0,0.419927
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,22,阴,12.5,80.0,0.398019
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,23,小雨,11.5,85.0,0.368903
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,24,小雨,12.5,85.0,0.342053
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,25,小雨,13.0,85.0,0.317106
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,26,多云转阵雨,16.5,80.0,0.304049
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,27,小雨,13.0,85.0,0.281463
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,28,分散阵雨转多云,18.0,80.0,0.270944
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,29,多云转阵雨,16.5,80.0,0.259219
REP-015-1,普通钢筋,30,normal,支持曾遭雷击,30,小雨,15.0,85.0,0.23998
REP-015-2,普通钢筋,30,normal,灰区/证据不足,1,阴,10.0,80.0,0.904032
REP-015-2,普通钢筋,30,normal,灰区/证据不足,2,多云,10.5,75.0,0.876736
REP-015-2,普通钢筋,30,normal,灰区/证据不足,3,多云,10.5,75.0,0.849643
REP-015-2,普通钢筋,30,normal,灰区/证据不足,4,多云,12.5,75.0,0.83288
REP-015-2,普通钢筋,30,normal,灰区/证据不足,5,多云转晴,14.0,70.0,0.83288
REP-015-2,普通钢筋,30,normal,灰区/证据不足,6,多云,15.0,75.0,0.83288
REP-015-2,普通钢筋,30,normal,灰区/证据不足,7,多云转小雨,14.0,85.0,0.7884
REP-015-2,普通钢筋,30,normal,灰区/证据不足,8,小雨转阴,13.0,85.0,0.740017
REP-015-2,普通钢筋,30,normal,灰区/证据不足,9,小雨转阴,12.0,85.0,0.693314
REP-015-2,普通钢筋,30,normal,灰区/证据不足,10,多云,12.0,75.0,0.674608
REP-015-2,普通钢筋,30,normal,灰区/证据不足,11,多云转阴,12.0,80.0,0.6434
REP-015-2,普通钢筋,30,normal,灰区/证据不足,12,晴转多云,12.0,70.0,0.637301
REP-015-2,普通钢筋,30,normal,灰区/证据不足,13,阴转多云,12.5,80.0,0.60803
REP-015-2,普通钢筋,30,normal,灰区/证据不足,14,晴转多云,11.0,70.0,0.596251
REP-015-2,普通钢筋,30,normal,灰区/证据不足,15,阴,12.5,80.0,0.568036
REP-015-2,普通钢筋,30,normal,灰区/证据不足,16,阴,15.5,80.0,0.546655
REP-015-2,普通钢筋,30,normal,灰区/证据不足,17,小雨,14.0,85.0,0.510327
REP-015-2,普通钢筋,30,normal,灰区/证据不足,18,小雨,11.5,85.0,0.474724
REP-015-2,普通钢筋,30,normal,灰区/证据不足,19,多云,11.5,75.0,0.457497
REP-015-2,普通钢筋,30,normal,灰区/证据不足,20,多云,12.0,75.0,0.441918
REP-015-2,普通钢筋,30,normal,灰区/证据不足,21,阴,13.0,80.0,0.419927
REP-015-2,普通钢筋,30,normal,灰区/证据不足,22,阴,12.5,80.0,0.398019
REP-015-2,普通钢筋,30,normal,灰区/证据不足,23,小雨,11.5,85.0,0.368903
REP-015-2,普通钢筋,30,normal,灰区/证据不足,24,小雨,12.5,85.0,0.342053
REP-015-2,普通钢筋,30,normal,灰区/证据不足,25,小雨,13.0,85.0,0.317106
REP-015-2,普通钢筋,30,normal,灰区/证据不足,26,多云转阵雨,16.5,80.0,0.304049
REP-015-2,普通钢筋,30,normal,灰区/证据不足,27,小雨,13.0,85.0,0.281463
REP-015-2,普通钢筋,30,normal,灰区/证据不足,28,分散阵雨转多云,18.0,80.0,0.270944
REP-015-2,普通钢筋,30,normal,灰区/证据不足,29,多云转阵雨,16.5,80.0,0.259219
REP-015-2,普通钢筋,30,normal,灰区/证据不足,30,小雨,15.0,85.0,0.23998
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,1,阴,10.0,80.0,0.904032
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,2,多云,10.5,75.0,0.876736
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,3,多云,10.5,75.0,0.849643
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,4,多云,12.5,75.0,0.83288
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,5,多云转晴,14.0,70.0,0.83288
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,6,多云,15.0,75.0,0.83288
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,7,多云转小雨,14.0,85.0,0.7884
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,8,小雨转阴,13.0,85.0,0.740017
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,9,小雨转阴,12.0,85.0,0.693314
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,10,多云,12.0,75.0,0.674608
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,11,多云转阴,12.0,80.0,0.6434
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,12,晴转多云,12.0,70.0,0.637301
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,13,阴转多云,12.5,80.0,0.60803
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,14,晴转多云,11.0,70.0,0.596251
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,15,阴,12.5,80.0,0.568036
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,16,阴,15.5,80.0,0.546655
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,17,小雨,14.0,85.0,0.510327
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,18,小雨,11.5,85.0,0.474724
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,19,多云,11.5,75.0,0.457497
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,20,多云,12.0,75.0,0.441918
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,21,阴,13.0,80.0,0.419927
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,22,阴,12.5,80.0,0.398019
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,23,小雨,11.5,85.0,0.368903
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,24,小雨,12.5,85.0,0.342053
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,25,小雨,13.0,85.0,0.317106
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,26,多云转阵雨,16.5,80.0,0.304049
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,27,小雨,13.0,85.0,0.281463
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,28,分散阵雨转多云,18.0,80.0,0.270944
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,29,多云转阵雨,16.5,80.0,0.259219
REP-015-3,普通钢筋,30,normal,不支持曾遭雷击,30,小雨,15.0,85.0,0.23998
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,1,阴,15.0,80.0,0.92051
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,2,多云,16.5,75.0,0.92051
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,3,多云,17.5,75.0,0.92051
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,4,多云,16.0,75.0,0.92051
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,5,小雨,14.0,85.0,0.883164
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,6,小雨,13.5,85.0,0.830646
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,7,阴转多云,15.5,80.0,0.804644
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,8,晴,17.5,70.0,0.804644
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,9,中到大雨,13.0,90.0,0.769041
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,10,小雨,12.0,85.0,0.719981
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,11,多云,14.5,75.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,12,晴,16.5,70.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,13,晴,18.0,70.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,14,多云,19.0,75.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,15,多云,20.0,75.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,16,多云转小雨,18.5,85.0,0.710794
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,17,小雨,17.5,85.0,0.691645
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,18,小雨,16.0,85.0,0.64667
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,19,阴,18.0,80.0,0.626602
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,20,多云,19.5,75.0,0.626602
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,21,多云转小雨,19.0,85.0,0.59309
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,22,小雨,17.5,85.0,0.553847
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,23,小雨转阴,16.0,85.0,0.515947
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,24,小雨,18.0,85.0,0.481378
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,25,小雨,19.0,85.0,0.449304
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,26,晴转小雨,19.5,85.0,0.419298
REP-016-1,普通钢筋,30,humid_hot,支持曾遭雷击,27,小雨,18.5,85.0,0.390569
