sample_type,sample_id,delay_days,observed_magnetism_mt,retention_ratio,dynamic_threshold_mt,m0_hat_mt,static_threshold_mt,support_gap_mt
小号铁夹,12,15,0.7024,0.323657,0.323657,2.1702,1.0,1.1702
小号铁夹,12,22,0.3748,0.192999,0.192999,1.941982,1.0,0.941982
小号铁夹,12,30,0.1957,0.097795,0.097795,2.001128,1.0,1.001128
小号铁夹,12,37,0.1213,0.060954,0.060954,1.990026,1.0,0.990026
小号铁夹,12,44,0.0709,0.034542,0.034542,2.052565,1.0,1.052565
小号铁夹,12,51,0.0411,0.018229,0.018229,2.254674,1.0,1.254674
小号铁夹,12,58,0.0171,0.008813,0.008813,1.940295,1.0,0.940295
小号铁夹,12,90,0.0008,0.000389,0.000389,2.054108,1.0,1.054108
小号铁夹,13,1,1.6702,0.87411,0.87411,1.910744,1.0,0.910744
小号铁夹,13,2,1.4871,0.803269,0.803269,1.85131,1.0,0.85131
小号铁夹,13,3,1.3241,0.737632,0.737632,1.79507,1.0,0.79507
小号铁夹,13,4,1.2492,0.687933,0.687933,1.815874,1.0,0.815874
小号铁夹,13,5,1.1755,0.638238,0.638238,1.841789,1.0,0.841789
小号铁夹,13,6,1.1083,0.601659,0.601659,1.842073,1.0,0.842073
小号铁夹,13,7,1.0453,0.563319,0.563319,1.85561,1.0,0.85561
小号铁夹,13,8,0.988,0.53494,0.53494,1.846936,1.0,0.846936
小号铁夹,13,9,0.9292,0.49754,0.49754,1.86759,1.0,0.86759
小号铁夹,13,10,0.8721,0.455328,0.455328,1.915321,1.0,0.915321
小号铁夹,13,11,0.8173,0.412611,0.412611,1.980802,1.0,0.980802
小号铁夹,13,12,0.7674,0.376629,0.376629,2.037551,1.0,1.037551
小号铁夹,13,13,0.7266,0.368662,0.368662,1.970912,1.0,0.970912
小号铁夹,13,14,0.6848,0.347624,0.347624,1.969947,1.0,0.969947
小号铁夹,13,15,0.6438,0.323657,0.323657,1.989144,1.0,0.989144
小号铁夹,13,22,0.3435,0.192999,0.192999,1.779805,1.0,0.779805
小号铁夹,13,30,0.1793,0.097795,0.097795,1.83343,1.0,0.83343
小号铁夹,13,37,0.1111,0.060954,0.060954,1.822686,1.0,0.822686
小号铁夹,13,44,0.065,0.034542,0.034542,1.881759,1.0,0.881759
小号铁夹,13,51,0.0376,0.018229,0.018229,2.06267,1.0,1.06267
小号铁夹,13,58,0.0157,0.008813,0.008813,1.781441,1.0,0.781441
小号铁夹,13,90,0.0007,0.000389,0.000389,1.797344,1.0,0.797344
小号铁夹,14,1,2.946,0.87411,0.87411,3.370286,1.0,2.370286
小号铁夹,14,2,2.623,0.803269,0.803269,3.265406,1.0,2.265406
小号铁夹,14,3,2.3355,0.737632,0.737632,3.166215,1.0,2.166215
小号铁夹,14,4,2.2034,0.687933,0.687933,3.202927,1.0,2.202927
小号铁夹,14,5,2.0733,0.638238,0.638238,3.248474,1.0,2.248474
小号铁夹,14,6,1.9548,0.601659,0.601659,3.249016,1.0,2.249016
小号铁夹,14,7,1.8437,0.563319,0.563319,3.272925,1.0,2.272925
小号铁夹,14,8,1.7426,0.53494,0.53494,3.257562,1.0,2.257562
小号铁夹,14,9,1.6389,0.49754,0.49754,3.294009,1.0,2.294009
小号铁夹,14,10,1.5383,0.455328,0.455328,3.378441,1.0,2.378441
小号铁夹,14,11,1.4416,0.412611,0.412611,3.493851,1.0,2.493851
小号铁夹,14,12,1.3535,0.376629,0.376629,3.593725,1.0,2.593725
小号铁夹,14,13,1.2816,0.368662,0.368662,3.476357,1.0,2.476357
小号铁夹,14,14,1.2079,0.347624,0.347624,3.474736,1.0,2.474736
小号铁夹,14,15,1.1355,0.323657,0.323657,3.508346,1.0,2.508346
小号铁夹,14,22,0.6058,0.192999,0.192999,3.138881,1.0,2.138881
小号铁夹,14,30,0.3163,0.097795,0.097795,3.234322,1.0,2.234322
小号铁夹,14,37,0.196,0.060954,0.060954,3.21554,1.0,2.21554
小号铁夹,14,44,0.1146,0.034542,0.034542,3.317686,1.0,2.317686
小号铁夹,14,51,0.0664,0.018229,0.018229,3.642588,1.0,2.642588
小号铁夹,14,58,0.0277,0.008813,0.008813,3.143051,1.0,2.143051
小号铁夹,14,90,0.0013,0.000389,0.000389,3.337925,1.0,2.337925
小号铁夹,15,1,2.9701,0.87411,0.87411,3.397857,1.0,2.397857
小号铁夹,15,2,2.6446,0.803269,0.803269,3.292296,1.0,2.292296
小号铁夹,15,3,2.3547,0.737632,0.737632,3.192244,1.0,2.192244
小号铁夹,15,4,2.2215,0.687933,0.687933,3.229238,1.0,2.229238
小号铁夹,15,5,2.0903,0.638238,0.638238,3.27511,1.0,2.27511
小号铁夹,15,6,1.9709,0.601659,0.601659,3.275776,1.0,2.275776
小号铁夹,15,7,1.8588,0.563319,0.563319,3.29973,1.0,2.29973
小号铁夹,15,8,1.7569,0.53494,0.53494,3.284294,1.0,2.284294
小号铁夹,15,9,1.6524,0.49754,0.49754,3.321142,1.0,2.321142
小号铁夹,15,10,1.551,0.455328,0.455328,3.406333,1.0,2.406333
小号铁夹,15,11,1.4534,0.412611,0.412611,3.522449,1.0,2.522449
小号铁夹,15,12,1.3646,0.376629,0.376629,3.623197,1.0,2.623197
小号铁夹,15,13,1.2921,0.368662,0.368662,3.504838,1.0,2.504838
小号铁夹,15,14,1.2178,0.347624,0.347624,3.503215,1.0,2.503215
小号铁夹,15,15,1.1448,0.323657,0.323657,3.53708,1.0,2.53708
小号铁夹,15,22,0.6108,0.192999,0.192999,3.164788,1.0,2.164788
小号铁夹,15,30,0.3189,0.097795,0.097795,3.260909,1.0,2.260909
小号铁夹,15,37,0.1976,0.060954,0.060954,3.241789,1.0,2.241789
小号铁夹,15,44,0.1155,0.034542,0.034542,3.343741,1.0,2.343741
小号铁夹,15,51,0.0669,0.018229,0.018229,3.670017,1.0,2.670017
小号铁夹,15,58,0.0279,0.008813,0.008813,3.165745,1.0,2.165745
小号铁夹,15,90,0.0013,0.000389,0.000389,3.337925,1.0,2.337925
小号铁夹,16,1,2.7432,0.87411,0.87411,3.138279,1.0,2.138279
小号铁夹,16,2,2.4425,0.803269,0.803269,3.040699,1.0,2.040699
小号铁夹,16,3,2.1747,0.737632,0.737632,2.94822,1.0,1.94822
小号铁夹,16,4,2.0517,0.687933,0.687933,2.982411,1.0,1.982411
小号铁夹,16,5,1.9306,0.638238,0.638238,3.02489,1.0,2.02489
小号铁夹,16,6,1.8203,0.601659,0.601659,3.025468,1.0,2.025468
小号铁夹,16,7,1.7168,0.563319,0.563319,3.047653,1.0,2.047653
小号铁夹,16,8,1.6227,0.53494,0.53494,3.033425,1.0,2.033425
小号铁夹,16,9,1.5261,0.49754,0.49754,3.067293,1.0,2.067293
小号铁夹,16,10,1.4324,0.455328,0.455328,3.145861,1.0,2.145861
小号铁夹,16,11,1.3423,0.412611,0.412611,3.253188,1.0,2.253188
小号铁夹,16,12,1.2604,0.376629,0.376629,3.346532,1.0,2.346532
小号铁夹,16,13,1.1933,0.368662,0.368662,3.236842,1.0,2.236842
小号铁夹,16,14,1.1248,0.347624,0.347624,3.235684,1.0,2.235684
小号铁夹,16,15,1.0573,0.323657,0.323657,3.266732,1.0,2.266732
小号铁夹,16,22,0.5641,0.192999,0.192999,2.922818,1.0,1.922818
小号铁夹,16,30,0.2945,0.097795,0.097795,3.011407,1.0,2.011407
小号铁夹,16,37,0.1825,0.060954,0.060954,2.994062,1.0,1.994062
小号铁夹,16,44,0.1067,0.034542,0.034542,3.08898,1.0,2.08898
小号铁夹,16,51,0.0618,0.018229,0.018229,3.39024,1.0,2.39024
小号铁夹,16,58,0.0258,0.008813,0.008813,2.927463,1.0,1.927463
小号铁夹,16,90,0.0012,0.000389,0.000389,3.081161,1.0,2.081161
小号铁夹,17,1,2.016,0.87411,0.87411,2.306347,1.0,1.306347
小号铁夹,17,2,1.795,0.803269,0.803269,2.234618,1.0,1.234618
小号铁夹,17,3,1.5982,0.737632,0.737632,2.166664,1.0,1.166664
小号铁夹,17,4,1.5078,0.687933,0.687933,2.191782,1.0,1.191782
小号铁夹,17,5,1.4188,0.638238,0.638238,2.222995,1.0,1.222995
小号铁夹,17,6,1.3377,0.601659,0.601659,2.223352,1.0,1.223352
小号铁夹,17,7,1.2617,0.563319,0.563319,2.239762,1.0,1.239762
小号铁夹,17,8,1.1925,0.53494,0.53494,2.229222,1.0,1.229222
小号铁夹,17,9,1.1216,0.49754,0.49754,2.254293,1.0,1.254293
小号铁夹,17,10,1.0527,0.455328,0.455328,2.311958,1.0,1.311958
小号铁夹,17,11,0.9865,0.412611,0.412611,2.390874,1.0,1.390874
小号铁夹,17,12,0.9263,0.376629,0.376629,2.459452,1.0,1.459452
小号铁夹,17,13,0.877,0.368662,0.368662,2.378874,1.0,1.378874
小号铁夹,17,14,0.8266,0.347624,0.347624,2.37786,1.0,1.37786
小号铁夹,17,15,0.777,0.323657,0.323657,2.400691,1.0,1.400691
小号铁夹,17,22,0.4146,0.192999,0.192999,2.148201,1.0,1.148201
小号铁夹,17,30,0.2164,0.097795,0.097795,2.212796,1.0,1.212796
小号铁夹,17,37,0.1341,0.060954,0.060954,2.20002,1.0,1.20002
小号铁夹,17,44,0.0784,0.034542,0.034542,2.269691,1.0,1.269691
小号铁夹,17,51,0.0454,0.018229,0.018229,2.490565,1.0,1.490565
小号铁夹,17,58,0.0189,0.008813,0.008813,2.144537,1.0,1.144537
小号铁夹,17,90,0.0009,0.000389,0.000389,2.310871,1.0,1.310871
小号铁夹,18,1,1.7173,0.87411,0.87411,1.964627,1.0,0.964627
小号铁夹,18,2,1.529,0.803269,0.803269,1.903472,1.0,0.903472
小号铁夹,18,3,1.3614,0.737632,0.737632,1.845637,1.0,0.845637
小号铁夹,18,4,1.2844,0.687933,0.687933,1.867042,1.0,0.867042
小号铁夹,18,5,1.2086,0.638238,0.638238,1.893651,1.0,0.893651
小号铁夹,18,6,1.1395,0.601659,0.601659,1.89393,1.0,0.89393
小号铁夹,18,7,1.0747,0.563319,0.563319,1.907801,1.0,0.907801
小号铁夹,18,8,1.0158,0.53494,0.53494,1.898905,1.0,0.898905
小号铁夹,18,9,0.9554,0.49754,0.49754,1.920249,1.0,0.920249
小号铁夹,18,10,0.8967,0.455328,0.455328,1.969348,1.0,0.969348
小号铁夹,18,11,0.8403,0.412611,0.412611,2.036545,1.0,1.036545
小号铁夹,18,12,0.789,0.376629,0.376629,2.094901,1.0,1.094901
小号铁夹,18,13,0.7471,0.368662,0.368662,2.026518,1.0,1.026518
小号铁夹,18,14,0.7041,0.347624,0.347624,2.025467,1.0,1.025467
小号铁夹,18,15,0.6619,0.323657,0.323657,2.045067,1.0,1.045067
小号铁夹,18,22,0.3532,0.192999,0.192999,1.830064,1.0,0.830064
小号铁夹,18,30,0.1844,0.097795,0.097795,1.88558,1.0,0.88558
小号铁夹,18,37,0.1143,0.060954,0.060954,1.875185,1.0,0.875185
小号铁夹,18,44,0.0668,0.034542,0.034542,1.933869,1.0,0.933869
小号铁夹,18,51,0.0387,0.018229,0.018229,2.123014,1.0,1.123014
小号铁夹,18,58,0.0161,0.008813,0.008813,1.826828,1.0,0.826828
小号铁夹,18,90,0.0007,0.000389,0.000389,1.797344,1.0,0.797344
小号铁夹,19,1,2.564,0.87411,0.87411,2.93327,1.0,1.93327
小号铁夹,19,2,2.2829,0.803269,0.803269,2.842011,1.0,1.842011
小号铁夹,19,3,2.0326,0.737632,0.737632,2.755576,1.0,1.755576
小号铁夹,19,4,1.9177,0.687933,0.687933,2.787625,1.0,1.787625
小号铁夹,19,5,1.8045,0.638238,0.638238,2.827315,1.0,1.827315
小号铁夹,19,6,1.7013,0.601659,0.601659,2.827681,1.0,1.827681
小号铁夹,19,7,1.6046,0.563319,0.563319,2.848476,1.0,1.848476
小号铁夹,19,8,1.5167,0.53494,0.53494,2.835272,1.0,1.835272
小号铁夹,19,9,1.4264,0.49754,0.49754,2.866907,1.0,1.866907
小号铁夹,19,10,1.3389,0.455328,0.455328,2.940515,1.0,1.940515
小号铁夹,19,11,1.2546,0.412611,0.412611,3.040639,1.0,2.040639
小号铁夹,19,12,1.178,0.376629,0.376629,3.127749,1.0,2.127749
小号铁夹,19,13,1.1154,0.368662,0.368662,3.025537,1.0,2.025537
小号铁夹,19,14,1.0513,0.347624,0.347624,3.024249,1.0,2.024249
小号铁夹,19,15,0.9882,0.323657,0.323657,3.053234,1.0,2.053234
小号铁夹,19,22,0.5273,0.192999,0.192999,2.732143,1.0,1.732143
小号铁夹,19,30,0.2753,0.097795,0.097795,2.815077,1.0,1.815077
小号铁夹,19,37,0.1706,0.060954,0.060954,2.798832,1.0,1.798832
小号铁夹,19,44,0.0997,0.034542,0.034542,2.886329,1.0,1.886329
小号铁夹,19,51,0.0578,0.018229,0.018229,3.170807,1.0,2.170807
小号铁夹,19,58,0.0241,0.008813,0.008813,2.734568,1.0,1.734568
小号铁夹,19,90,0.0011,0.000389,0.000389,2.824398,1.0,1.824398
小号铁夹,20,1,2.2116,0.87411,0.87411,2.530117,1.0,1.530117
小号铁夹,20,2,1.9692,0.803269,0.803269,2.451482,1.0,1.451482
小号铁夹,20,3,1.7533,0.737632,0.737632,2.376932,1.0,1.376932
小号铁夹,20,4,1.6542,0.687933,0.687933,2.404594,1.0,1.404594
小号铁夹,20,5,1.5565,0.638238,0.638238,2.438745,1.0,1.438745
小号铁夹,20,6,1.4676,0.601659,0.601659,2.439255,1.0,1.439255
小号铁夹,20,7,1.3841,0.563319,0.563319,2.457046,1.0,1.457046
小号铁夹,20,8,1.3083,0.53494,0.53494,2.445695,1.0,1.445695
小号铁夹,20,9,1.2304,0.49754,0.49754,2.472969,1.0,1.472969
小号铁夹,20,10,1.1549,0.455328,0.455328,2.536411,1.0,1.536411
小号铁夹,20,11,1.0822,0.412611,0.412611,2.622812,1.0,1.622812
小号铁夹,20,12,1.0161,0.376629,0.376629,2.697883,1.0,1.697883
小号铁夹,20,13,0.9621,0.368662,0.368662,2.609709,1.0,1.609709
小号铁夹,20,14,0.9068,0.347624,0.347624,2.608569,1.0,1.608569
小号铁夹,20,15,0.8524,0.323657,0.323657,2.633654,1.0,1.633654
小号铁夹,20,22,0.4548,0.192999,0.192999,2.356493,1.0,1.356493
小号铁夹,20,30,0.2374,0.097795,0.097795,2.427531,1.0,1.427531
小号铁夹,20,37,0.1472,0.060954,0.060954,2.414936,1.0,1.414936
小号铁夹,20,44,0.086,0.034542,0.034542,2.489712,1.0,1.489712
小号铁夹,20,51,0.0498,0.018229,0.018229,2.731941,1.0,1.731941
小号铁夹,20,58,0.0208,0.008813,0.008813,2.360125,1.0,1.360125
小号铁夹,20,90,0.001,0.000389,0.000389,2.567635,1.0,1.567635
普通钢筋,1,1,2.1603,0.879701,1.319551,2.455721,1.5,0.955721
普通钢筋,1,2,1.9766,0.8242,1.236301,2.398203,1.5,0.898203
普通钢筋,1,3,1.8085,0.771639,1.157458,2.343714,1.5,0.843714
普通钢筋,1,4,1.7291,0.733709,1.100563,2.356658,1.5,0.856658
普通钢筋,1,5,1.6499,0.694005,1.041008,2.37736,1.5,0.87736
普通钢筋,1,6,1.5768,0.667011,1.000517,2.363978,1.5,0.863978
普通钢筋,1,7,1.5072,0.636707,0.955061,2.367179,1.5,0.867179
普通钢筋,1,8,1.4431,0.616443,0.924665,2.34101,1.5,0.84101
普通钢筋,1,9,1.3765,0.584546,0.876819,2.354819,1.5,0.854819
普通钢筋,1,10,1.3109,0.545404,0.818106,2.403539,1.5,0.903539
普通钢筋,1,11,1.2469,0.503891,0.755837,2.474541,1.5,0.974541
普通钢筋,1,12,1.1879,0.468935,0.703402,2.533187,1.5,1.033187
普通钢筋,1,13,1.1389,0.467983,0.701975,2.433635,1.5,0.933635
普通钢筋,1,14,1.0881,0.449898,0.674847,2.418549,1.5,0.918549
普通钢筋,1,15,1.0375,0.427063,0.640595,2.429382,1.5,0.929382
普通钢筋,1,22,0.641,0.291596,0.437394,2.198249,1.5,0.698249
普通钢筋,1,30,0.3892,0.17249,0.258735,2.256359,1.5,0.756359
普通钢筋,1,37,0.2693,0.123103,0.184655,2.187592,1.5,0.687592
普通钢筋,1,44,0.1783,0.07988,0.11982,2.232106,1.5,0.732106
普通钢筋,1,51,0.1172,0.048269,0.072403,2.428081,1.5,0.928081
普通钢筋,1,58,0.0601,0.026721,0.040082,2.249161,1.5,0.749161
普通钢筋,1,90,0.0057,0.002193,0.00329,2.598929,1.5,1.098929
普通钢筋,2,1,3.4999,0.879701,1.319551,3.978512,1.5,2.478512
普通钢筋,2,2,3.2023,0.8242,1.236301,3.885341,1.5,2.385341
普通钢筋,2,3,2.9299,0.771639,1.157458,3.796984,1.5,2.296984
普通钢筋,2,4,2.8014,0.733709,1.100563,3.818137,1.5,2.318137
普通钢筋,2,5,2.6731,0.694005,1.041008,3.851701,1.5,2.351701
普通钢筋,2,6,2.5545,0.667011,1.000517,3.82977,1.5,2.32977
普通钢筋,2,7,2.4418,0.636707,0.955061,3.835044,1.5,2.335044
普通钢筋,2,8,2.338,0.616443,0.924665,3.792724,1.5,2.292724
普通钢筋,2,9,2.2301,0.584546,0.876819,3.815097,1.5,2.315097
普通钢筋,2,10,2.1238,0.545404,0.818106,3.893993,1.5,2.393993
普通钢筋,2,11,2.0202,0.503891,0.755837,4.009197,1.5,2.509197
普通钢筋,2,12,1.9245,0.468935,0.703402,4.10398,1.5,2.60398
普通钢筋,2,13,1.8451,0.467983,0.701975,3.942664,1.5,2.442664
普通钢筋,2,14,1.7628,0.449898,0.674847,3.918223,1.5,2.418223
普通钢筋,2,15,1.6808,0.427063,0.640595,3.935717,1.5,2.435717
普通钢筋,2,22,1.0385,0.291596,0.437394,3.561438,1.5,2.061438
普通钢筋,2,30,0.6305,0.17249,0.258735,3.655279,1.5,2.155279
普通钢筋,2,37,0.4364,0.123103,0.184655,3.544987,1.5,2.044987
普通钢筋,2,44,0.2889,0.07988,0.11982,3.616688,1.5,2.116688
普通钢筋,2,51,0.1899,0.048269,0.072403,3.934237,1.5,2.434237
普通钢筋,2,58,0.0973,0.026721,0.040082,3.64132,1.5,2.14132
普通钢筋,2,90,0.0093,0.002193,0.00329,4.240358,1.5,2.740358
普通钢筋,3,1,1.8456,0.879701,1.319551,2.097986,1.5,0.597986
普通钢筋,3,2,1.6887,0.8242,1.236301,2.048895,1.5,0.548895
普通钢筋,3,3,1.545,0.771639,1.157458,2.002232,1.5,0.502232
普通钢筋,3,4,1.4773,0.733709,1.100563,2.01347,1.5,0.51347
普通钢筋,3,5,1.4096,0.694005,1.041008,2.031109,1.5,0.531109
普通钢筋,3,6,1.3471,0.667011,1.000517,2.019606,1.5,0.519606
普通钢筋,3,7,1.2877,0.636707,0.955061,2.022437,1.5,0.522437
普通钢筋,3,8,1.2329,0.616443,0.924665,2.000021,1.5,0.500021
普通钢筋,3,9,1.176,0.584546,0.876819,2.011818,1.5,0.511818
普通钢筋,3,10,1.12,0.545404,0.818106,2.053523,1.5,0.553523
普通钢筋,3,11,1.0653,0.503891,0.755837,2.114146,1.5,0.614146
普通钢筋,3,12,1.0148,0.468935,0.703402,2.164053,1.5,0.664053
普通钢筋,3,13,0.973,0.467983,0.701975,2.079135,1.5,0.579135
普通钢筋,3,14,0.9296,0.449898,0.674847,2.066247,1.5,0.566247
普通钢筋,3,15,0.8863,0.427063,0.640595,2.075337,1.5,0.575337
普通钢筋,3,22,0.5476,0.291596,0.437394,1.877943,1.5,0.377943
普通钢筋,3,30,0.3325,0.17249,0.258735,1.927645,1.5,0.427645
普通钢筋,3,37,0.2301,0.123103,0.184655,1.86916,1.5,0.36916
普通钢筋,3,44,0.1523,0.07988,0.11982,1.906617,1.5,0.406617
普通钢筋,3,51,0.1001,0.048269,0.072403,2.073813,1.5,0.573813
普通钢筋,3,58,0.0513,0.026721,0.040082,1.919833,1.5,0.419833
普通钢筋,3,90,0.0049,0.002193,0.00329,2.234167,1.5,0.734167
普通钢筋,4,1,4.9868,0.879701,1.319551,5.668746,1.5,4.168746
普通钢筋,4,2,4.5627,0.8242,1.236301,5.535911,1.5,4.035911
普通钢筋,4,3,4.1746,0.771639,1.157458,5.410045,1.5,3.910045
普通钢筋,4,4,3.9914,0.733709,1.100563,5.440035,1.5,3.940035
普通钢筋,4,5,3.8086,0.694005,1.041008,5.487856,1.5,3.987856
普通钢筋,4,6,3.6397,0.667011,1.000517,5.456729,1.5,3.956729
普通钢筋,4,7,3.4792,0.636707,0.955061,5.464364,1.5,3.964364
普通钢筋,4,8,3.3312,0.616443,0.924665,5.403902,1.5,3.903902
普通钢筋,4,9,3.1774,0.584546,0.876819,5.435671,1.5,3.935671
普通钢筋,4,10,3.0261,0.545404,0.818106,5.548362,1.5,4.048362
普通钢筋,4,11,2.8784,0.503891,0.755837,5.712342,1.5,4.212342
普通钢筋,4,12,2.742,0.468935,0.703402,5.847292,1.5,4.347292
普通钢筋,4,13,2.6289,0.467983,0.701975,5.617511,1.5,4.117511
普通钢筋,4,14,2.5117,0.449898,0.674847,5.582823,1.5,4.082823
普通钢筋,4,15,2.3948,0.427063,0.640595,5.6076,1.5,4.1076
普通钢筋,4,22,1.4797,0.291596,0.437394,5.074492,1.5,3.574492
普通钢筋,4,30,0.8983,0.17249,0.258735,5.20783,1.5,3.70783
普通钢筋,4,37,0.6217,0.123103,0.184655,5.050226,1.5,3.550226
普通钢筋,4,44,0.4116,0.07988,0.11982,5.152747,1.5,3.652747
普通钢筋,4,51,0.2706,0.048269,0.072403,5.606132,1.5,4.106132
普通钢筋,4,58,0.1387,0.026721,0.040082,5.190659,1.5,3.690659
普通钢筋,4,90,0.0132,0.002193,0.00329,6.018573,1.5,4.518573
普通钢筋,5,1,2.6512,0.879701,1.319551,3.013752,1.5,1.513752
普通钢筋,5,2,2.4258,0.8242,1.236301,2.943216,1.5,1.443216
普通钢筋,5,3,2.2194,0.771639,1.157458,2.876217,1.5,1.376217
普通钢筋,5,4,2.1221,0.733709,1.100563,2.892293,1.5,1.392293
普通钢筋,5,5,2.0249,0.694005,1.041008,2.917702,1.5,1.417702
普通钢筋,5,6,1.9351,0.667011,1.000517,2.90115,1.5,1.40115
普通钢筋,5,7,1.8497,0.636707,0.955061,2.905103,1.5,1.405103
普通钢筋,5,8,1.7711,0.616443,0.924665,2.873094,1.5,1.373094
普通钢筋,5,9,1.6893,0.584546,0.876819,2.889935,1.5,1.389935
普通钢筋,5,10,1.6088,0.545404,0.818106,2.949739,1.5,1.449739
普通钢筋,5,11,1.5303,0.503891,0.755837,3.036964,1.5,1.536964
普通钢筋,5,12,1.4578,0.468935,0.703402,3.108746,1.5,1.608746
普通钢筋,5,13,1.3977,0.467983,0.701975,2.986646,1.5,1.486646
普通钢筋,5,14,1.3354,0.449898,0.674847,2.968229,1.5,1.468229
普通钢筋,5,15,1.2732,0.427063,0.640595,2.981291,1.5,1.481291
普通钢筋,5,22,0.7867,0.291596,0.437394,2.697914,1.5,1.197914
普通钢筋,5,30,0.4776,0.17249,0.258735,2.768852,1.5,1.268852
普通钢筋,5,37,0.3305,0.123103,0.184655,2.684735,1.5,1.184735
普通钢筋,5,44,0.2188,0.07988,0.11982,2.739118,1.5,1.239118
普通钢筋,5,51,0.1439,0.048269,0.072403,2.981236,1.5,1.481236
普通钢筋,5,58,0.0737,0.026721,0.040082,2.758122,1.5,1.258122
普通钢筋,5,90,0.007,0.002193,0.00329,3.191667,1.5,1.691667
普通钢筋,6,1,4.1007,0.879701,1.319551,4.661471,1.5,3.161471
普通钢筋,6,2,3.752,0.8242,1.236301,4.552291,1.5,3.052291
普通钢筋,6,3,3.4329,0.771639,1.157458,4.448844,1.5,2.948844
普通钢筋,6,4,3.2823,0.733709,1.100563,4.473575,1.5,2.973575
普通钢筋,6,5,3.1319,0.694005,1.041008,4.512791,1.5,3.012791
普通钢筋,6,6,2.993,0.667011,1.000517,4.48718,1.5,2.98718
普通钢筋,6,7,2.861,0.636707,0.955061,4.493431,1.5,2.993431
普通钢筋,6,8,2.7393,0.616443,0.924665,4.443717,1.5,2.943717
普通钢筋,6,9,2.6129,0.584546,0.876819,4.469965,1.5,2.969965
普通钢筋,6,10,2.4884,0.545404,0.818106,4.562488,1.5,3.062488
普通钢筋,6,11,2.367,0.503891,0.755837,4.697441,1.5,3.197441
普通钢筋,6,12,2.2548,0.468935,0.703402,4.808342,1.5,3.308342
普通钢筋,6,13,2.1618,0.467983,0.701975,4.619398,1.5,3.119398
普通钢筋,6,14,2.0654,0.449898,0.674847,4.59082,1.5,3.09082
普通钢筋,6,15,1.9693,0.427063,0.640595,4.611261,1.5,3.111261
普通钢筋,6,22,1.2168,0.291596,0.437394,4.172901,1.5,2.672901
普通钢筋,6,30,0.7387,0.17249,0.258735,4.28256,1.5,2.78256
普通钢筋,6,37,0.5113,0.123103,0.184655,4.153419,1.5,2.653419
普通钢筋,6,44,0.3385,0.07988,0.11982,4.237622,1.5,2.737622
普通钢筋,6,51,0.2225,0.048269,0.072403,4.609624,1.5,3.109624
普通钢筋,6,58,0.114,0.026721,0.040082,4.266295,1.5,2.766295
普通钢筋,6,90,0.0108,0.002193,0.00329,4.924287,1.5,3.424287
普通钢筋,7,1,2.8413,0.879701,1.319551,3.229848,1.5,1.729848
普通钢筋,7,2,2.5996,0.8242,1.236301,3.154087,1.5,1.654087
普通钢筋,7,3,2.3785,0.771639,1.157458,3.082401,1.5,1.582401
普通钢筋,7,4,2.2742,0.733709,1.100563,3.099596,1.5,1.599596
普通钢筋,7,5,2.17,0.694005,1.041008,3.126778,1.5,1.626778
普通钢筋,7,6,2.0738,0.667011,1.000517,3.109093,1.5,1.609093
普通钢筋,7,7,1.9823,0.636707,0.955061,3.113362,1.5,1.613362
普通钢筋,7,8,1.898,0.616443,0.924665,3.078952,1.5,1.578952
普通钢筋,7,9,1.8104,0.584546,0.876819,3.097104,1.5,1.597104
普通钢筋,7,10,1.7241,0.545404,0.818106,3.161142,1.5,1.661142
普通钢筋,7,11,1.64,0.503891,0.755837,3.25467,1.5,1.75467
普通钢筋,7,12,1.5623,0.468935,0.703402,3.331592,1.5,1.831592
普通钢筋,7,13,1.4978,0.467983,0.701975,3.200543,1.5,1.700543
普通钢筋,7,14,1.4311,0.449898,0.674847,3.180944,1.5,1.680944
普通钢筋,7,15,1.3645,0.427063,0.640595,3.195077,1.5,1.695077
普通钢筋,7,22,0.8431,0.291596,0.437394,2.891332,1.5,1.391332
普通钢筋,7,30,0.5118,0.17249,0.258735,2.967124,1.5,1.467124
普通钢筋,7,37,0.3542,0.123103,0.184655,2.877256,1.5,1.377256
普通钢筋,7,44,0.2345,0.07988,0.11982,2.935664,1.5,1.435664
普通钢筋,7,51,0.1542,0.048269,0.072403,3.194625,1.5,1.694625
普通钢筋,7,58,0.079,0.026721,0.040082,2.956468,1.5,1.456468
普通钢筋,7,90,0.0075,0.002193,0.00329,3.419644,1.5,1.919644
普通钢筋,8,1,3.5893,0.879701,1.319551,4.080137,1.5,2.580137
普通钢筋,8,2,3.284,0.8242,1.236301,3.984468,1.5,2.484468
普通钢筋,8,3,3.0047,0.771639,1.157458,3.893921,1.5,2.393921
普通钢筋,8,4,2.8729,0.733709,1.100563,3.915588,1.5,2.415588
普通钢筋,8,5,2.7413,0.694005,1.041008,3.949971,1.5,2.449971
普通钢筋,8,6,2.6197,0.667011,1.000517,3.92752,1.5,2.42752
普通钢筋,8,7,2.5042,0.636707,0.955061,3.933048,1.5,2.433048
普通钢筋,8,8,2.3977,0.616443,0.924665,3.88957,1.5,2.38957
普通钢筋,8,9,2.287,0.584546,0.876819,3.912438,1.5,2.412438
普通钢筋,8,10,2.1781,0.545404,0.818106,3.993552,1.5,2.493552
普通钢筋,8,11,2.0718,0.503891,0.755837,4.1116,1.5,2.6116
